drug_set,condition_id_norm,label,missing_drug_ids,missing_disease_id,reason
"['CHEBI:17650', 'CHEBI:74460']",MONDO:0005984,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:74460']",MONDO:0006552,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:74460']",MONDO:0006570,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:74460']",MONDO:0011438,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:74460']",MONDO:0021340,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:74460']",UMLS:C0033775,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:74460']",UMLS:C0040250,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:74460']",UMLS:C0086196,1,['CHEBI:17650'],UMLS:C0086196,missing_drug+missing_disease
"['CHEBI:17650', 'CHEBI:74460']",UMLS:C0151217,1,['CHEBI:17650'],UMLS:C0151217,missing_drug+missing_disease
"['CHEBI:17650', 'CHEBI:74460']",UMLS:C0241873,1,['CHEBI:17650'],UMLS:C0241873,missing_drug+missing_disease
"['CHEBI:17650', 'CHEBI:7507']",MONDO:0004592,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:7507']",MONDO:0005504,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:7507']",MONDO:0006614,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:7507']",MONDO:0025598,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:7507', 'CHEBI:8310']",MONDO:0004795,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:7507', 'CHEBI:8310']",MONDO:0005113,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:7507', 'CHEBI:8310']",MONDO:0020710,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:7507', 'CHEBI:8310']",MONDO:0021666,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:77898']",MONDO:0002040,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:8357']",MONDO:0002406,1,['CHEBI:17650'],,missing_drug
"['CHEBI:17650', 'CHEBI:8357']",MONDO:0005093,1,['CHEBI:17650'],,missing_drug
"['CHEBI:176844', 'CHEBI:68642', 'CHEBI:8378']",MONDO:0007915,1,['CHEBI:68642'],,missing_drug
"['CHEBI:176844', 'CHEBI:68642', 'CHEBI:8382']",MONDO:0007915,1,['CHEBI:68642'],,missing_drug
"['CHEBI:176844', 'CHEBI:68642', 'CHEBI:8382']",MONDO:0008315,1,['CHEBI:68642'],,missing_drug
"['CHEBI:17698', 'CHEBI:27644', 'CHEBI:7507']",UMLS:C0043241,1,['CHEBI:17698'],,missing_drug
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",MONDO:0001249,1,"['CHEBI:17698', 'CHEBI:37943']",,missing_drug
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",MONDO:0001465,1,"['CHEBI:17698', 'CHEBI:37943']",,missing_drug
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",MONDO:0004055,1,"['CHEBI:17698', 'CHEBI:37943']",,missing_drug
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",MONDO:0004577,1,"['CHEBI:17698', 'CHEBI:37943']",,missing_drug
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",MONDO:0006668,1,"['CHEBI:17698', 'CHEBI:37943']",,missing_drug
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",UMLS:C0854211,1,"['CHEBI:17698', 'CHEBI:37943']",,missing_drug
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",UMLS:C4285790,1,"['CHEBI:17698', 'CHEBI:37943']",UMLS:C4285790,missing_drug+missing_disease
"['CHEBI:17698', 'CHEBI:28674', 'CHEBI:41879']",UMLS:C0270996,1,"['CHEBI:17698', 'CHEBI:28674', 'CHEBI:41879']",UMLS:C0270996,missing_drug+missing_disease
