condition_id_norm,label,drug_set
EFO:0003964,1,"['CHEBI:22984', 'CHEBI:2567', 'CHEBI:27300']"
HP:0041166,1,"['CHEBI:22984', 'CHEBI:2567', 'CHEBI:27300']"
MONDO:0005298,1,"['CHEBI:22984', 'CHEBI:2567', 'CHEBI:27300']"
MONDO:0005298,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:27560']"
MONDO:0001068,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28088']"
MONDO:0005298,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28088']"
MONDO:0005516,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28088']"
MONDO:0100471,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28088']"
NCIT:C15421,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28088']"
UMLS:C0392519,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28088']"
HP:0000938,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:28659']"
MONDO:0005298,1,"['CHEBI:22984', 'CHEBI:27300', 'CHEBI:8868']"
CHEBI:18145,0,"['CHEBI:22984', 'CHEBI:28659']"
CHEBI:3311,0,"['CHEBI:22984', 'CHEBI:28659']"
HP:0002918,0,"['CHEBI:22984', 'CHEBI:28659']"
MONDO:0001166,0,"['CHEBI:22984', 'CHEBI:28659']"
MONDO:0001566,0,"['CHEBI:22984', 'CHEBI:28659']"
MONDO:0008171,0,"['CHEBI:22984', 'CHEBI:28659']"
MONDO:0018570,0,"['CHEBI:22984', 'CHEBI:28659']"
UBERON:0001008,0,"['CHEBI:22984', 'CHEBI:28659']"
UMLS:C0573813,0,"['CHEBI:22984', 'CHEBI:28659']"
MONDO:0011996,1,"['CHEBI:22984', 'CHEBI:28934']"
MONDO:0025598,1,"['CHEBI:22984', 'CHEBI:28934']"
UMLS:C0392519,1,"['CHEBI:22984', 'CHEBI:28934']"
MONDO:0024306,1,"['CHEBI:22984', 'CHEBI:29101', 'CHEBI:30769']"
MONDO:0001068,1,"['CHEBI:22984', 'UNII:472LWJ3Y9N']"
MONDO:0005298,1,"['CHEBI:22984', 'UNII:472LWJ3Y9N']"
MONDO:0100471,1,"['CHEBI:22984', 'UNII:472LWJ3Y9N']"
UMLS:C0392519,1,"['CHEBI:22984', 'UNII:472LWJ3Y9N']"
MONDO:0000618,1,"['CHEBI:230905', 'CHEBI:31638']"
MONDO:0005151,1,"['CHEBI:230905', 'CHEBI:31638']"
UMLS:C0278488,1,"['CHEBI:230905', 'CHEBI:31638']"
MONDO:0000618,1,"['CHEBI:230905', 'CHEBI:6413']"
MONDO:0010239,1,"['CHEBI:231344', 'CHEBI:68534']"
MONDO:0850353,1,"['CHEBI:231344', 'CHEBI:68534']"
UMLS:C0312854,1,"['CHEBI:231416', 'UNII:A3ULP0F556']"
UMLS:C0312854,1,"['CHEBI:231416', 'UNII:C3VX249T6L']"
MONDO:0005298,1,"['CHEBI:23414', 'CHEBI:27300', 'CHEBI:29035', 'CHEBI:32599', 'CHEBI:3311', 'CHEBI:35176', 'UNII:8191EN8ZMD']"
MONDO:0002970,1,"['CHEBI:23414', 'CHEBI:27568', 'CHEBI:29035', 'CHEBI:35176']"
CHEBI:2682,1,"['CHEBI:241349', 'CHEBI:2682', 'UNII:BI71WT9P3R']"
UMLS:C0006435,1,"['CHEBI:24757', 'CHEBI:27363', 'CHEBI:30512']"
UMLS:C0011974,1,"['CHEBI:24757', 'CHEBI:27363', 'CHEBI:30512']"
UMLS:C1302752,1,"['CHEBI:24757', 'CHEBI:27363', 'CHEBI:30512']"
HP:0012390,1,"['CHEBI:247956', 'UNII:0PA7CJ4RFB']"
MONDO:0002595,0,"['CHEBI:247956', 'UNII:0PA7CJ4RFB']"
MONDO:0004872,1,"['CHEBI:247956', 'UNII:0PA7CJ4RFB']"
MONDO:0005538,1,"['CHEBI:247956', 'UNII:0PA7CJ4RFB']"
MONDO:0005700,0,"['CHEBI:247956', 'UNII:0PA7CJ4RFB']"
MONDO:0005976,0,"['CHEBI:247956', 'UNII:0PA7CJ4RFB']"
MONDO:0018076,0,"['CHEBI:247956', 'UNII:0PA7CJ4RFB']"
MONDO:0005252,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588', 'CHEBI:3312']"
HP:0004360,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:34683', 'CHEBI:34683']"
UMLS:C0013221,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:34683', 'CHEBI:34683']"
UMLS:C0852198,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:34683', 'CHEBI:34683']"
HP:0001944,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']"
HP:0011106,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']"
MONDO:0000440,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']"
UMLS:C0204837,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']"
UMLS:C0877369,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']"
UMLS:C0235395,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']"
UMLS:C0860006,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']"
UMLS:C1112600,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']"
HP:0011106,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312', 'CHEBI:5291']"
HP:0031274,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312', 'CHEBI:5291']"
MONDO:0006022,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312', 'CHEBI:6650']"
UMLS:C1112600,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312', 'CHEBI:6650']"
MONDO:0000440,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']"
NCIT:C35017,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']"
UMLS:C0235395,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']"
HP:0011106,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'DRUGBANK:DB09106']"
MONDO:0005252,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']"
UMLS:C0860006,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
UMLS:C1112600,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
HP:0031273,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:5291', 'CHEBI:78320']"
HP:0031274,1,"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:5291', 'CHEBI:78320']"
MONDO:0006844,1,"['CHEBI:25107', 'CHEBI:27363']"
UMLS:C0235950,1,"['CHEBI:25107', 'CHEBI:27363']"
CHEBI:18145,0,"['CHEBI:25107', 'CHEBI:28659']"
CHEBI:3311,0,"['CHEBI:25107', 'CHEBI:28659']"
HP:0002918,0,"['CHEBI:25107', 'CHEBI:28659']"
MONDO:0001166,0,"['CHEBI:25107', 'CHEBI:28659']"
MONDO:0001566,0,"['CHEBI:25107', 'CHEBI:28659']"
MONDO:0008171,0,"['CHEBI:25107', 'CHEBI:28659']"
MONDO:0018570,0,"['CHEBI:25107', 'CHEBI:28659']"
UBERON:0001008,0,"['CHEBI:25107', 'CHEBI:28659']"
UMLS:C0573813,0,"['CHEBI:25107', 'CHEBI:28659']"
UMLS:C2585811,1,"['CHEBI:25107', 'CHEBI:31624', 'CHEBI:3312', 'CHEBI:78320']"
MONDO:0005252,1,"['CHEBI:25107', 'CHEBI:32029', 'CHEBI:8430']"
HP:0000217,1,"['CHEBI:25107', 'CHEBI:32588', 'CHEBI:3312']"
MONDO:0000745,1,"['CHEBI:25107', 'CHEBI:32588', 'CHEBI:8430']"
MONDO:0005252,1,"['CHEBI:25107', 'CHEBI:32588', 'CHEBI:8430']"
HP:0000505,1,"['CHEBI:2524', 'CHEBI:53778']"
MONDO:0002317,1,"['CHEBI:2524', 'CHEBI:53778']"
MONDO:0005365,1,"['CHEBI:2524', 'CHEBI:53778']"
UMLS:C0231337,1,"['CHEBI:2524', 'CHEBI:53778']"
UMLS:C1112108,1,"['CHEBI:2524', 'CHEBI:53778']"
MONDO:0004979,1,"['CHEBI:2549', 'CHEBI:28177']"
MONDO:0004979,1,"['CHEBI:2549', 'CHEBI:3001']"
MONDO:0004979,1,"['CHEBI:2549', 'CHEBI:3207']"
MONDO:0003781,1,"['CHEBI:2549', 'CHEBI:5106']"
MONDO:0004849,1,"['CHEBI:2549', 'CHEBI:5106']"
MONDO:0100470,1,"['CHEBI:2549', 'CHEBI:5106']"
UMLS:C1319018,1,"['CHEBI:2549', 'CHEBI:5106']"
HP:0012735,1,"['CHEBI:2549', 'CHEBI:5551']"
HP:0030828,1,"['CHEBI:2549', 'CHEBI:5551']"
MONDO:0001358,1,"['CHEBI:2549', 'CHEBI:5551']"
MONDO:0003781,1,"['CHEBI:2549', 'CHEBI:5551']"
MONDO:0004979,1,"['CHEBI:2549', 'CHEBI:5551']"
MONDO:0850282,1,"['CHEBI:2549', 'CHEBI:5551']"
HP:0031247,1,"['CHEBI:2549', 'CHEBI:77032']"
MONDO:0004822,1,"['CHEBI:2549', 'CHEBI:77032']"
MONDO:0001944,1,"['CHEBI:2549', 'CHEBI:91495']"
MONDO:0004979,1,"['CHEBI:2549', 'CHEBI:91495']"
MONDO:0005002,1,"['CHEBI:2549', 'CHEBI:91495']"
MONDO:0018754,1,"['CHEBI:25567', 'CHEBI:5587']"
MONDO:0005298,1,"['CHEBI:2567', 'CHEBI:27300']"
NCIT:C15421,1,"['CHEBI:2567', 'CHEBI:27300']"
MONDO:0011374,1,"['CHEBI:25681', 'CHEBI:50690']"
MONDO:0002267,1,"['CHEBI:25805', 'CHEBI:30217']"
MONDO:0002476,0,"['CHEBI:26078', 'CHEBI:26709']"
MONDO:0004736,0,"['CHEBI:26078', 'CHEBI:26709']"
MONDO:0009563,0,"['CHEBI:26078', 'CHEBI:26709']"
MONDO:0005113,1,"['CHEBI:261649', 'CHEBI:27902', 'CHEBI:6909']"
MONDO:0005412,1,"['CHEBI:261649', 'CHEBI:27902', 'CHEBI:6909']"
MONDO:0007186,1,"['CHEBI:261649', 'CHEBI:3311']"
MONDO:0005044,1,"['CHEBI:2639', 'CHEBI:3013']"
MONDO:0003019,1,"['CHEBI:2639', 'CHEBI:5778']"
MONDO:0005009,1,"['CHEBI:2639', 'CHEBI:5778']"
MONDO:0005044,1,"['CHEBI:2639', 'CHEBI:5778']"
MONDO:0005044,1,"['CHEBI:2639', 'CHEBI:5778', 'CHEBI:9599']"
MONDO:0005113,1,"['CHEBI:26580', 'CHEBI:6456']"
MONDO:0011225,1,"['CHEBI:2666', 'CHEBI:3611']"
UMLS:C0588007,1,"['CHEBI:2666', 'CHEBI:3611']"
UMLS:C0588008,1,"['CHEBI:2666', 'CHEBI:3611']"
MONDO:0002009,1,"['CHEBI:2666', 'CHEBI:45951']"
HP:0000713,1,"['CHEBI:2666', 'CHEBI:8028']"
MONDO:0001942,1,"['CHEBI:2666', 'CHEBI:8028']"
MONDO:0002009,1,"['CHEBI:2666', 'CHEBI:8028']"
MONDO:0002050,1,"['CHEBI:2666', 'CHEBI:8028']"
MONDO:0005618,1,"['CHEBI:2666', 'CHEBI:8028']"
UMLS:C0588007,1,"['CHEBI:2666', 'CHEBI:8028']"
UMLS:C0588008,1,"['CHEBI:2666', 'CHEBI:8028']"
MONDO:0005276,1,"['CHEBI:26675', 'UNII:18B8O9DQA2']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:3011']"
HP:0002757,1,"['CHEBI:2668', 'CHEBI:31932']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:31932']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:31932', 'CHEBI:5778']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:3347']"
EFO:0009573,1,"['CHEBI:2668', 'CHEBI:38545']"
MONDO:0000775,1,"['CHEBI:2668', 'CHEBI:38545']"
MONDO:0002928,1,"['CHEBI:2668', 'CHEBI:38545']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:38545']"
MONDO:0006021,1,"['CHEBI:2668', 'CHEBI:38545']"
MONDO:0011374,1,"['CHEBI:2668', 'CHEBI:38545']"
UMLS:C0340288,1,"['CHEBI:2668', 'CHEBI:38545']"
UMLS:C0342879,1,"['CHEBI:2668', 'CHEBI:38545']"
UMLS:C0522060,1,"['CHEBI:2668', 'CHEBI:38545']"
UMLS:C1320716,1,"['CHEBI:2668', 'CHEBI:38545']"
MONDO:0002928,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0005010,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0005148,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0005439,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0006021,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0007750,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0007788,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0009348,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0018328,1,"['CHEBI:2668', 'CHEBI:50690']"
UMLS:C0340288,1,"['CHEBI:2668', 'CHEBI:50690']"
UMLS:C0522060,1,"['CHEBI:2668', 'CHEBI:50690']"
MONDO:0005468,1,"['CHEBI:2668', 'CHEBI:50690', 'CHEBI:8024']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:5778', 'CHEBI:9927']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:601027']"
CHEBI:8024,1,"['CHEBI:2668', 'CHEBI:8024']"
MONDO:0005098,1,"['CHEBI:2668', 'CHEBI:8024']"
MONDO:0006716,1,"['CHEBI:2668', 'CHEBI:8024']"
MONDO:0005044,1,"['CHEBI:2668', 'CHEBI:9434']"
MONDO:0005468,1,"['CHEBI:2668', 'CHEBI:9434']"
HP:0002757,1,"['CHEBI:2668', 'CHEBI:9927']"
UniProtKB:O75175,1,"['CHEBI:2668', 'CHEBI:9927']"
HP:0033521,1,"['CHEBI:26710', 'CHEBI:27373']"
MONDO:0003014,1,"['CHEBI:26710', 'CHEBI:27373']"
MONDO:0005961,1,"['CHEBI:26710', 'CHEBI:27373']"
MONDO:0011786,1,"['CHEBI:26710', 'CHEBI:27373']"
MONDO:0002203,1,"['CHEBI:26710', 'CHEBI:30742', 'CHEBI:30769', 'CHEBI:30769', 'CHEBI:32588']"
EFO:0004338,1,"['CHEBI:26710', 'CHEBI:30742', 'CHEBI:31498', 'CHEBI:32139', 'CHEBI:32149', 'CHEBI:32588']"
HP:0012450,1,"['CHEBI:26710', 'CHEBI:30742', 'CHEBI:32139', 'CHEBI:32588']"
UMLS:C0730516,1,"['CHEBI:26710', 'CHEBI:30742', 'CHEBI:32139', 'CHEBI:32588']"
MONDO:0001106,1,"['CHEBI:26710', 'CHEBI:30769']"
MONDO:0005393,1,"['CHEBI:26710', 'CHEBI:30769', 'CHEBI:30769', 'CHEBI:64733']"
MONDO:0006022,1,"['CHEBI:26710', 'CHEBI:30769', 'CHEBI:30769', 'CHEBI:64733']"
HP:0200114,1,"['CHEBI:26710', 'CHEBI:31206', 'CHEBI:32588']"
MONDO:0010778,1,"['CHEBI:26710', 'CHEBI:31206', 'CHEBI:32588']"
MONDO:0000440,1,"['CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588']"
MONDO:0000440,1,"['CHEBI:26710', 'CHEBI:32145', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
UMLS:C0235395,1,"['CHEBI:26710', 'CHEBI:32145', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
HP:0011106,1,"['CHEBI:26710', 'CHEBI:32145', 'CHEBI:5291']"
UMLS:C4721529,1,"['CHEBI:26710', 'CHEBI:32145', 'CHEBI:5291']"
HP:0001944,1,"['CHEBI:26710', 'CHEBI:32588']"
MONDO:0002022,1,"['CHEBI:26710', 'CHEBI:32588']"
MONDO:0003019,1,"['CHEBI:26710', 'CHEBI:32588']"
MONDO:0006919,1,"['CHEBI:26710', 'CHEBI:32588']"
HP:0001944,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']"
UMLS:C0151614,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']"
HP:0001944,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
MONDO:0000440,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
MONDO:0024306,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
UMLS:C0235395,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']"
MONDO:0000440,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:34683', 'CHEBI:78320']"
UMLS:C0852198,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:34683', 'CHEBI:78320']"
MONDO:0000440,1,"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:78320']"
HP:0002902,1,"['CHEBI:26710', 'CHEBI:32954', 'CHEBI:78320']"
MONDO:0000440,1,"['CHEBI:26710', 'CHEBI:32954', 'CHEBI:78320']"
MONDO:0001642,1,"['CHEBI:26710', 'CHEBI:33118', 'UNII:8191EN8ZMD']"
MONDO:0003799,1,"['CHEBI:26710', 'CHEBI:33118', 'UNII:8191EN8ZMD']"
MONDO:0005416,1,"['CHEBI:26710', 'CHEBI:47977']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:50275']"
UMLS:C4510851,1,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:50275']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:6375']"
MONDO:0005412,1,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:6375']"
UMLS:C4510851,1,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:6375']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:7915']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:8768']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:45367', 'CHEBI:50275']"
HP:0000371,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0000750,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0001039,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0001650,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0002186,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0005154,0,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0005230,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0005246,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0005441,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0005810,0,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0005961,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0006874,0,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0100338,1,"['CHEBI:2676', 'CHEBI:48947']"
RXCUI:151392,0,"['CHEBI:2676', 'CHEBI:48947']"
UMLS:C0264222,1,"['CHEBI:2676', 'CHEBI:48947']"
UMLS:C0694549,1,"['CHEBI:2676', 'CHEBI:48947']"
UMLS:C0851631,1,"['CHEBI:2676', 'CHEBI:48947']"
UMLS:C0851989,1,"['CHEBI:2676', 'CHEBI:48947']"
UMLS:C0852351,1,"['CHEBI:2676', 'CHEBI:48947']"
UMLS:C0856695,1,"['CHEBI:2676', 'CHEBI:48947']"
UMLS:C5577613,1,"['CHEBI:2676', 'CHEBI:48947']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:48947', 'CHEBI:9587']"
MONDO:0004247,1,"['CHEBI:2676', 'CHEBI:63598', 'CHEBI:6375']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:6375']"
MONDO:0005412,1,"['CHEBI:2676', 'CHEBI:6375']"
UMLS:C4510851,1,"['CHEBI:2676', 'CHEBI:6375']"
MONDO:0000705,0,"['CHEBI:2676', 'CHEBI:9321']"
MONDO:0000755,0,"['CHEBI:2676', 'CHEBI:9321']"
MONDO:0004335,0,"['CHEBI:2676', 'CHEBI:9321']"
MONDO:0005101,0,"['CHEBI:2676', 'CHEBI:9321']"
MONDO:0005113,1,"['CHEBI:2676', 'CHEBI:9321']"
MONDO:0005810,0,"['CHEBI:2676', 'CHEBI:9321']"
MONDO:0015288,0,"['CHEBI:2676', 'CHEBI:9321']"
UMLS:C0678202,0,"['CHEBI:2676', 'CHEBI:9321']"
UMLS:C1623040,0,"['CHEBI:2676', 'CHEBI:9321']"
MONDO:0042233,1,"['CHEBI:2682', 'CHEBI:5100']"
UMLS:C0343890,1,"['CHEBI:2682', 'CHEBI:5100']"
MONDO:0100471,1,"['CHEBI:27300', 'CHEBI:27300']"
MONDO:0005137,1,"['CHEBI:27300', 'CHEBI:27470', 'CHEBI:3311', 'DRUGBANK:DB10771']"
MONDO:0005380,1,"['CHEBI:27300', 'CHEBI:27470', 'CHEBI:3311', 'DRUGBANK:DB10771']"
MONDO:0000837,1,"['CHEBI:27300', 'CHEBI:28741', 'UNII:04NQ160FRU']"
MONDO:0100345,1,"['CHEBI:27300', 'CHEBI:28741', 'UNII:04NQ160FRU']"
NCIT:C15421,1,"['CHEBI:27300', 'CHEBI:28741', 'UNII:04NQ160FRU']"
MONDO:0000755,1,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']"
MONDO:0001068,1,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']"
MONDO:0003847,1,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']"
MONDO:0100471,1,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']"
UMLS:C1623040,1,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']"
UMLS:C4330845,1,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']"
CHEBI:27300,1,"['CHEBI:27300', 'CHEBI:3311']"
MONDO:0001068,1,"['CHEBI:27300', 'CHEBI:3311']"
MONDO:0005298,1,"['CHEBI:27300', 'CHEBI:3311']"
MONDO:0005516,1,"['CHEBI:27300', 'CHEBI:3311']"
MONDO:0100471,1,"['CHEBI:27300', 'CHEBI:3311']"
UMLS:C0392519,1,"['CHEBI:27300', 'CHEBI:3311']"
MONDO:0005298,1,"['CHEBI:27300', 'CHEBI:3311', 'CHEBI:8868']"
HP:0000938,1,"['CHEBI:27300', 'CHEBI:3311', 'UNII:472LWJ3Y9N']"
MONDO:0005298,1,"['CHEBI:27300', 'CHEBI:3311', 'UNII:472LWJ3Y9N']"
UMLS:C0392519,1,"['CHEBI:27300', 'CHEBI:3311', 'UNII:472LWJ3Y9N']"
UMLS:C1623040,1,"['CHEBI:27300', 'CHEBI:3311', 'UNII:472LWJ3Y9N']"
EFO:0009573,1,"['CHEBI:27300', 'CHEBI:3311', 'UNII:UMD7G2653W']"
HP:0041166,1,"['CHEBI:27300', 'CHEBI:3311', 'UNII:UMD7G2653W']"
MONDO:0005298,1,"['CHEBI:27300', 'CHEBI:4496']"
MONDO:0100471,1,"['CHEBI:27300', 'CHEBI:4496']"
EFO:0009573,1,"['CHEBI:27300', 'UNII:UMD7G2653W']"
MONDO:0005298,1,"['CHEBI:27300', 'UNII:UMD7G2653W']"
CHEBI:18145,0,"['CHEBI:27363', 'CHEBI:28659']"
CHEBI:3311,0,"['CHEBI:27363', 'CHEBI:28659']"
HP:0002918,0,"['CHEBI:27363', 'CHEBI:28659']"
MONDO:0001166,0,"['CHEBI:27363', 'CHEBI:28659']"
MONDO:0001566,0,"['CHEBI:27363', 'CHEBI:28659']"
MONDO:0008171,0,"['CHEBI:27363', 'CHEBI:28659']"
MONDO:0018570,0,"['CHEBI:27363', 'CHEBI:28659']"
UBERON:0001008,0,"['CHEBI:27363', 'CHEBI:28659']"
UMLS:C0573813,0,"['CHEBI:27363', 'CHEBI:28659']"
MONDO:0002026,1,"['CHEBI:27363', 'CHEBI:6923', 'DRUGBANK:DB11058']"
UMLS:C0011974,1,"['CHEBI:27363', 'CHEBI:6923', 'DRUGBANK:DB11058']"
MONDO:0001875,1,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']"
MONDO:0002183,1,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']"
MONDO:0002471,1,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']"
NCIT:C3137,1,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']"
UMLS:C0009938,1,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']"
UMLS:C0851300,1,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']"
MONDO:0008638,1,"['CHEBI:27373', 'CHEBI:28304']"
NCIT:C3137,1,"['CHEBI:27373', 'CHEBI:28304']"
NCIT:C50579,1,"['CHEBI:27373', 'CHEBI:28304']"
UMLS:C0009938,1,"['CHEBI:27373', 'CHEBI:28304']"
UMLS:C0038045,1,"['CHEBI:27373', 'CHEBI:28304']"
HP:0000958,1,"['CHEBI:27373', 'CHEBI:3614']"
MONDO:0004605,1,"['CHEBI:27373', 'CHEBI:3614']"
MONDO:0004646,1,"['CHEBI:27373', 'CHEBI:3614']"
MONDO:0006570,1,"['CHEBI:27373', 'CHEBI:3614']"
MONDO:0011996,1,"['CHEBI:27373', 'CHEBI:3614']"
MONDO:0021201,1,"['CHEBI:27373', 'CHEBI:3614']"
UMLS:C0010957,1,"['CHEBI:27373', 'CHEBI:3614']"
UMLS:C0043241,1,"['CHEBI:27373', 'CHEBI:3614']"
UMLS:C0332803,1,"['CHEBI:27373', 'CHEBI:3614']"
UMLS:C1322253,1,"['CHEBI:27373', 'CHEBI:3614']"
UMLS:C5437085,1,"['CHEBI:27373', 'CHEBI:3614']"
HP:0001609,1,"['CHEBI:27373', 'CHEBI:41872']"
HP:0033050,1,"['CHEBI:27373', 'CHEBI:41872']"
MONDO:0002258,1,"['CHEBI:27373', 'CHEBI:41872']"
MONDO:0006723,1,"['CHEBI:27373', 'CHEBI:41872']"
HP:0000989,1,"['CHEBI:27373', 'CHEBI:6456', 'CHEBI:6762']"
MONDO:0005326,1,"['CHEBI:27373', 'CHEBI:6456', 'CHEBI:6762']"
