condition_id_norm,label,drug_set
MONDO:0005180,1,"['CHEBI:15765', 'CHEBI:59919']"
MONDO:0014231,1,"['CHEBI:15765', 'CHEBI:64187']"
MONDO:0014231,1,"['CHEBI:15765', 'CHEBI:8888']"
MONDO:0014231,1,"['CHEBI:15765', 'CHEBI:92833']"
NCIT:C181246,1,"['CHEBI:15811', 'CHEBI:17439', 'CHEBI:18050']"
UMLS:C2316460,1,"['CHEBI:15854', 'CHEBI:4470']"
HP:0000989,1,"['CHEBI:15882', 'CHEBI:16914']"
MONDO:0004678,1,"['CHEBI:15882', 'CHEBI:16914']"
MONDO:0004980,1,"['CHEBI:15882', 'CHEBI:16914']"
MONDO:0024268,1,"['CHEBI:15882', 'CHEBI:27810', 'CHEBI:33118']"
MONDO:0002406,1,"['CHEBI:15882', 'CHEBI:29385', 'DRUGBANK:DB11082']"
MONDO:0005083,1,"['CHEBI:15882', 'CHEBI:29385', 'DRUGBANK:DB11082']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:15956']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:16709']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:17015']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:18067']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:18145']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:18385']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:22652']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:27300']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:27373']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:27470']"
UMLS:C0342951,0,"['CHEBI:15940', 'CHEBI:30411']"
HP:0002829,1,"['CHEBI:15940', 'CHEBI:32114', 'CHEBI:46936', 'CHEBI:86541']"
HP:0003326,1,"['CHEBI:15940', 'CHEBI:32114', 'CHEBI:46936', 'CHEBI:86541']"
CHEBI:165446,1,"['CHEBI:15940', 'CHEBI:40303']"
HP:0003419,1,"['CHEBI:15940', 'CHEBI:94731']"
MONDO:0002183,1,"['CHEBI:15940', 'CHEBI:94731']"
MONDO:0002253,1,"['CHEBI:15940', 'CHEBI:94731']"
MONDO:0002471,1,"['CHEBI:15940', 'CHEBI:94731']"
MONDO:0005554,1,"['CHEBI:15940', 'CHEBI:94731']"
MONDO:0005578,1,"['CHEBI:15940', 'CHEBI:94731']"
MONDO:0006960,1,"['CHEBI:15940', 'CHEBI:94731']"
MONDO:0018874,1,"['CHEBI:15940', 'CHEBI:94731']"
UMLS:C1623040,0,"['CHEBI:15940', 'CHEBI:94731']"
UMLS:C4708664,0,"['CHEBI:15940', 'CHEBI:94731']"
UMLS:C0342951,0,"['CHEBI:15940', 'UNII:JTL8B7TVW7']"
MONDO:0042976,1,"['CHEBI:15948', 'CHEBI:16709', 'CHEBI:17439', 'CHEBI:18145', 'CHEBI:18145', 'CHEBI:27363', 'CHEBI:27470', 'CHEBI:27568', 'UNII:J7WWH9M8QS']"
MONDO:0042976,1,"['CHEBI:15956', 'CHEBI:16709', 'CHEBI:17015', 'CHEBI:17154', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:7916']"
MONDO:0005929,1,"['CHEBI:15956', 'CHEBI:16709', 'CHEBI:17015', 'CHEBI:17268', 'CHEBI:17439', 'CHEBI:18145', 'CHEBI:18385', 'CHEBI:22652', 'CHEBI:23414', 'CHEBI:27300', 'CHEBI:27470', 'CHEBI:28125', 'CHEBI:28364', 'CHEBI:31607', 'CHEBI:35176', 'CHEBI:534', 'DRUGBANK:DB13961']"
MONDO:0002476,0,"['CHEBI:15956', 'CHEBI:26709']"
MONDO:0004736,0,"['CHEBI:15956', 'CHEBI:26709']"
MONDO:0009563,0,"['CHEBI:15956', 'CHEBI:26709']"
CHEBI:18145,0,"['CHEBI:15956', 'CHEBI:28659']"
CHEBI:3311,0,"['CHEBI:15956', 'CHEBI:28659']"
HP:0002918,0,"['CHEBI:15956', 'CHEBI:28659']"
MONDO:0001166,0,"['CHEBI:15956', 'CHEBI:28659']"
MONDO:0001566,0,"['CHEBI:15956', 'CHEBI:28659']"
MONDO:0008171,0,"['CHEBI:15956', 'CHEBI:28659']"
MONDO:0018570,0,"['CHEBI:15956', 'CHEBI:28659']"
UBERON:0001008,0,"['CHEBI:15956', 'CHEBI:28659']"
UMLS:C0573813,0,"['CHEBI:15956', 'CHEBI:28659']"
UMLS:C0043345,1,"['CHEBI:16010', 'CHEBI:78320']"
MONDO:0003019,1,"['CHEBI:16015', 'CHEBI:31206', 'CHEBI:32588', 'UNII:3A3U0GI71G']"
MONDO:0005044,1,"['CHEBI:16015', 'CHEBI:31206', 'CHEBI:32588', 'UNII:3A3U0GI71G']"
UMLS:C1802373,1,"['CHEBI:16015', 'CHEBI:31206', 'CHEBI:32588', 'UNII:3A3U0GI71G']"
MONDO:0000004,1,"['CHEBI:16015', 'DRUGBANK:DB13198']"
MONDO:0005001,1,"['CHEBI:16015', 'DRUGBANK:DB13198']"
UMLS:C0079581,1,"['CHEBI:16015', 'DRUGBANK:DB13198']"
UMLS:C0947873,1,"['CHEBI:16015', 'DRUGBANK:DB13198']"
UMLS:C1740836,1,"['CHEBI:160246', 'CHEBI:27732', 'CHEBI:64318']"
HP:0000708,1,"['CHEBI:16080', 'CHEBI:49575']"
HP:0002197,1,"['CHEBI:16080', 'CHEBI:49575']"
HP:0007359,1,"['CHEBI:16080', 'CHEBI:49575']"
UMLS:C0948391,1,"['CHEBI:16080', 'CHEBI:49575']"
HP:0032660,1,"['CHEBI:16080', 'CHEBI:8069', 'CHEBI:8107']"
MONDO:0005115,1,"['CHEBI:16080', 'CHEBI:8069', 'CHEBI:8107']"
MONDO:0041284,1,"['CHEBI:16080', 'CHEBI:8069', 'CHEBI:8107']"
MONDO:0043264,1,"['CHEBI:16080', 'CHEBI:8069', 'CHEBI:8107']"
MONDO:0850093,1,"['CHEBI:16080', 'CHEBI:8069', 'CHEBI:8107']"
UMLS:C0234972,1,"['CHEBI:16080', 'CHEBI:8069', 'CHEBI:8107']"
MONDO:0002317,1,"['CHEBI:16134', 'CHEBI:184335']"
MONDO:0008487,1,"['CHEBI:16163', 'CHEBI:5551']"
HP:0031246,1,"['CHEBI:16163', 'CHEBI:8461']"
MONDO:0016358,1,"['CHEBI:161680', 'CHEBI:6909', 'CHEBI:85982']"
HP:0040189,1,"['CHEBI:16199', 'CHEBI:16914']"
MONDO:0005083,1,"['CHEBI:16199', 'CHEBI:16914']"
MONDO:0006590,1,"['CHEBI:16199', 'CHEBI:16914']"
MONDO:0007758,1,"['CHEBI:16199', 'CHEBI:16914']"
MONDO:0007869,1,"['CHEBI:16199', 'CHEBI:16914']"
MONDO:0024268,1,"['CHEBI:16199', 'CHEBI:16914']"
UMLS:C0239816,1,"['CHEBI:16199', 'CHEBI:16914']"
UMLS:C5441647,1,"['CHEBI:16199', 'CHEBI:16914']"
HP:0033120,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0002406,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0004980,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0005083,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0005326,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0005480,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0006540,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0006570,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0006608,1,"['CHEBI:16199', 'CHEBI:17650']"
UMLS:C0021564,1,"['CHEBI:16199', 'CHEBI:17650']"
UMLS:C0549201,1,"['CHEBI:16199', 'CHEBI:17650']"
UMLS:C0863090,1,"['CHEBI:16199', 'CHEBI:17650']"
UMLS:C4286025,1,"['CHEBI:16199', 'CHEBI:17650']"
UMLS:C5441647,1,"['CHEBI:16199', 'CHEBI:17650']"
MONDO:0005113,1,"['CHEBI:16199', 'CHEBI:30769']"
MONDO:0001628,1,"['CHEBI:16199', 'CHEBI:31286']"
CHEBI:53775,1,"['CHEBI:16199', 'CHEBI:3764']"
HP:0033841,1,"['CHEBI:16199', 'CHEBI:46859']"
MONDO:0006733,1,"['CHEBI:16199', 'CHEBI:46859']"
MONDO:0002406,1,"['CHEBI:16199', 'CHEBI:6909']"
UMLS:C0043345,1,"['CHEBI:16199', 'CHEBI:6909']"
MONDO:0001318,1,"['CHEBI:16204', 'CHEBI:31038']"
MONDO:0004868,1,"['CHEBI:16204', 'CHEBI:31038']"
NCIT:C78593,1,"['CHEBI:16204', 'CHEBI:31038']"
MONDO:0001270,1,"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']"
MONDO:0002127,1,"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']"
MONDO:0008171,1,"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']"
MONDO:0025598,1,"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']"
UMLS:C0685844,1,"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']"
HP:0430034,1,"['CHEBI:16236', 'CHEBI:16997', 'CHEBI:26078', 'CHEBI:50567']"
MONDO:0004598,1,"['CHEBI:16236', 'CHEBI:16997', 'CHEBI:26078', 'CHEBI:50567']"
MONDO:0005252,1,"['CHEBI:16236', 'CHEBI:16997', 'CHEBI:26078', 'CHEBI:50567']"
UMLS:C0264714,1,"['CHEBI:16236', 'CHEBI:16997', 'CHEBI:26078', 'CHEBI:50567']"
HP:0012735,1,"['CHEBI:16236', 'CHEBI:184335', 'CHEBI:4470', 'UNII:61ZBX54883']"
HP:0033050,1,"['CHEBI:16236', 'CHEBI:184335', 'CHEBI:4470', 'UNII:61ZBX54883']"
HP:0012735,1,"['CHEBI:16236', 'CHEBI:30769', 'CHEBI:51380', 'CHEBI:5779', 'UNII:2Y6VQU63E8']"
HP:0012735,1,"['CHEBI:16236', 'CHEBI:31206', 'CHEBI:4636', 'CHEBI:64733']"
MONDO:0003781,1,"['CHEBI:16236', 'CHEBI:31206', 'CHEBI:4636', 'CHEBI:64733']"
MONDO:0005709,1,"['CHEBI:16236', 'CHEBI:31206', 'CHEBI:4636', 'CHEBI:64733']"
UMLS:C0577662,1,"['CHEBI:16236', 'CHEBI:31206', 'CHEBI:4636', 'CHEBI:64733']"
HP:0012735,1,"['CHEBI:16236', 'CHEBI:4470', 'UNII:61ZBX54883']"
MONDO:0005607,1,"['CHEBI:16236', 'CHEBI:4470', 'UNII:61ZBX54883']"
MONDO:0005709,1,"['CHEBI:16236', 'CHEBI:4470', 'UNII:61ZBX54883']"
MONDO:0005133,1,"['CHEBI:16236', 'CHEBI:6427', 'CHEBI:7627']"
HP:0001259,0,"['CHEBI:16236', 'CHEBI:6838']"
MONDO:0002602,0,"['CHEBI:16236', 'CHEBI:6838']"
MONDO:0005124,1,"['CHEBI:16236', 'CHEBI:77181', 'CHEBI:88176']"
HP:0030807,1,"['CHEBI:16283', 'CHEBI:7916']"
MONDO:0004907,1,"['CHEBI:16283', 'CHEBI:7916']"
UMLS:C0232409,1,"['CHEBI:16283', 'CHEBI:7916']"
UMLS:C3854354,1,"['CHEBI:16283', 'CHEBI:7916']"
MONDO:0005047,1,"['CHEBI:16335', 'CHEBI:37117']"
HP:0430034,1,"['CHEBI:16335', 'DRUGBANK:DB14256', 'UNII:L4EL31FWIL']"
UMLS:C0424499,1,"['CHEBI:16335', 'DRUGBANK:DB14256', 'UNII:L4EL31FWIL']"
MONDO:0006733,1,"['CHEBI:16336', 'CHEBI:16997', 'CHEBI:30742']"
NCIT:C187286,1,"['CHEBI:16336', 'CHEBI:17754', 'UNII:K679OBS311']"
UMLS:C0234655,1,"['CHEBI:16336', 'CHEBI:17754', 'UNII:K679OBS311']"
UMLS:C0948595,1,"['CHEBI:16336', 'CHEBI:17754', 'UNII:K679OBS311']"
MONDO:0006733,1,"['CHEBI:16336', 'CHEBI:22652', 'CHEBI:27300', 'CHEBI:27547', 'CHEBI:28125', 'CHEBI:28364', 'CHEBI:28838', 'CHEBI:40968', 'DRUGBANK:DB05426', 'DRUGBANK:DB13961', 'UNII:F8XAG1755S']"
UMLS:C0339164,1,"['CHEBI:16336', 'CHEBI:31933']"
MONDO:0005173,1,"['CHEBI:16336', 'CHEBI:47381']"
HP:0100678,1,"['CHEBI:16336', 'CHEBI:6456']"
MONDO:0001835,1,"['CHEBI:16336', 'CHEBI:6456']"
UMLS:C0006434,1,"['CHEBI:16336', 'CHEBI:9328']"
UMLS:C0042344,1,"['CHEBI:16336', 'CHEBI:9328']"
HP:0004325,1,"['CHEBI:16347', 'CHEBI:18408']"
MONDO:0005137,1,"['CHEBI:16347', 'CHEBI:18408']"
MONDO:0005227,1,"['CHEBI:16382', 'CHEBI:17606']"
UMLS:C0043250,1,"['CHEBI:16382', 'CHEBI:17606']"
HP:0000225,1,"['CHEBI:16382', 'CHEBI:3614', 'CHEBI:8346']"
HP:0007957,1,"['CHEBI:16382', 'CHEBI:3614', 'CHEBI:8346']"
UMLS:C0152006,1,"['CHEBI:16382', 'CHEBI:3614', 'CHEBI:8346']"
MONDO:0002476,0,"['CHEBI:16414', 'CHEBI:26709']"
MONDO:0004736,0,"['CHEBI:16414', 'CHEBI:26709']"
MONDO:0009563,0,"['CHEBI:16414', 'CHEBI:26709']"
UMLS:C0555971,1,"['CHEBI:164200', 'CHEBI:27373']"
MONDO:0002508,1,"['CHEBI:164200', 'CHEBI:28741']"
MONDO:0005276,1,"['CHEBI:164200', 'CHEBI:28741']"
UMLS:C0011389,1,"['CHEBI:164200', 'CHEBI:28741']"
MONDO:0011438,1,"['CHEBI:164200', 'CHEBI:29385']"
MONDO:0005230,1,"['CHEBI:164200', 'CHEBI:33118']"
UMLS:C0006435,1,"['CHEBI:164200', 'CHEBI:34393']"
UMLS:C0011593,1,"['CHEBI:164200', 'CHEBI:34393']"
UMLS:C1302752,1,"['CHEBI:164200', 'CHEBI:34393']"
MONDO:0021201,1,"['CHEBI:164200', 'CHEBI:34393', 'CHEBI:4735']"
MONDO:0002040,1,"['CHEBI:164200', 'PUBCHEM.COMPOUND:71586946']"
MONDO:0100226,1,"['CHEBI:164200', 'PUBCHEM.COMPOUND:71586946']"
UMLS:C3875026,1,"['CHEBI:164200', 'PUBCHEM.COMPOUND:71586946']"
MONDO:0001889,1,"['CHEBI:16422', 'CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']"
MONDO:0010139,1,"['CHEBI:16422', 'CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']"
UMLS:C0404445,1,"['CHEBI:16422', 'CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']"
UMLS:C0853662,1,"['CHEBI:16422', 'CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']"
MONDO:0005812,1,"['CHEBI:16467', 'CHEBI:8865']"
HP:0000858,1,"['CHEBI:16469', 'CHEBI:17026']"
HP:0000869,1,"['CHEBI:16469', 'CHEBI:17026']"
MONDO:0006004,1,"['CHEBI:16469', 'CHEBI:17026']"
HP:0000132,1,"['CHEBI:16469', 'CHEBI:177453', 'CHEBI:7627']"
GO:0042697,1,"['CHEBI:16469', 'CHEBI:31527']"
MONDO:0005298,1,"['CHEBI:16469', 'CHEBI:31527']"
HP:0000786,1,"['CHEBI:16469', 'CHEBI:50742']"
HP:0000858,1,"['CHEBI:16469', 'CHEBI:50742']"
HP:0000869,1,"['CHEBI:16469', 'CHEBI:50742']"
MONDO:0005298,1,"['CHEBI:16469', 'CHEBI:50742']"
MONDO:0008170,1,"['CHEBI:16469', 'CHEBI:50742']"
UMLS:C0747771,1,"['CHEBI:16469', 'CHEBI:50742']"
MONDO:0001410,1,"['CHEBI:16469', 'CHEBI:50815']"
MONDO:0005298,1,"['CHEBI:16469', 'CHEBI:50815']"
MONDO:0006004,1,"['CHEBI:16469', 'CHEBI:50815']"
NCIT:C3852,1,"['CHEBI:16469', 'CHEBI:50815']"
MONDO:0006004,1,"['CHEBI:16469', 'CHEBI:50838']"
MONDO:0011225,1,"['CHEBI:16469', 'CHEBI:50838']"
GO:0042697,1,"['CHEBI:16469', 'CHEBI:6443']"
HP:0000786,1,"['CHEBI:16469', 'CHEBI:6443']"
HP:0000858,1,"['CHEBI:16469', 'CHEBI:6443']"
HP:0000869,1,"['CHEBI:16469', 'CHEBI:6443']"
HP:0002791,1,"['CHEBI:16469', 'CHEBI:6443']"
MONDO:0001889,1,"['CHEBI:16469', 'CHEBI:6443']"
MONDO:0005298,1,"['CHEBI:16469', 'CHEBI:6443']"
MONDO:0005387,1,"['CHEBI:16469', 'CHEBI:6443']"
MONDO:0006004,1,"['CHEBI:16469', 'CHEBI:6443']"
MONDO:0008170,1,"['CHEBI:16469', 'CHEBI:6443']"
MONDO:0015842,1,"['CHEBI:16469', 'CHEBI:6443']"
NCIT:C3852,1,"['CHEBI:16469', 'CHEBI:6443']"
MONDO:0005298,1,"['CHEBI:16469', 'CHEBI:6715']"
UMLS:C0853662,1,"['CHEBI:16469', 'CHEBI:6715']"
HP:0000132,1,"['CHEBI:16469', 'CHEBI:70708']"
CHEBI:41922,1,"['CHEBI:16469', 'CHEBI:7627']"
EFO:0009573,1,"['CHEBI:16469', 'CHEBI:7627']"
HP:0001907,0,"['CHEBI:16469', 'CHEBI:7627']"
MONDO:0000755,1,"['CHEBI:16469', 'CHEBI:7627']"
MONDO:0001410,1,"['CHEBI:16469', 'CHEBI:7627']"
MONDO:0006004,1,"['CHEBI:16469', 'CHEBI:7627']"
MONDO:0043862,0,"['CHEBI:16469', 'CHEBI:7627']"
UMLS:C0853662,1,"['CHEBI:16469', 'CHEBI:7627']"
HP:0000132,1,"['CHEBI:16469', 'CHEBI:7627', 'UNII:P76B05O5V6']"
UMLS:C0278139,1,"['CHEBI:16469', 'CHEBI:7627', 'UNII:P76B05O5V6']"
UMLS:C0278140,1,"['CHEBI:16469', 'CHEBI:7627', 'UNII:P76B05O5V6']"
CHEBI:41922,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
HP:0001681,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
HP:0002625,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
HP:0002910,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
HP:0025343,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
HP:0040298,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0000755,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0002304,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0004743,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0005098,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0005154,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0005279,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0005386,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0005399,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0006716,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0007254,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0008560,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0011962,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
MONDO:0019142,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
UMLS:C0854381,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
UMLS:C0855239,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
UMLS:C0877371,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
UMLS:C1277190,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
UMLS:C1277614,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
UMLS:C3805038,0,"['CHEBI:16469', 'UNII:2W8I1S6T5L']"
HP:0002791,1,"['CHEBI:16684', 'CHEBI:251408']"
UMLS:C0234119,1,"['CHEBI:16684', 'CHEBI:251408']"
HP:0011848,1,"['CHEBI:16684', 'CHEBI:33130', 'CHEBI:6637']"
HP:0033589,1,"['CHEBI:16684', 'CHEBI:33130', 'CHEBI:6637']"
MONDO:0001126,1,"['CHEBI:16684', 'CHEBI:33130', 'CHEBI:6637']"
UMLS:C0267167,1,"['CHEBI:16684', 'CHEBI:33130', 'CHEBI:6637']"
HP:0002027,1,"['CHEBI:16684', 'CHEBI:33130', 'UNII:24H4NWX5CO', 'UNII:FML8G1U0Y3']"
MONDO:0001126,1,"['CHEBI:16684', 'CHEBI:33130', 'UNII:24H4NWX5CO', 'UNII:FML8G1U0Y3']"
MONDO:0001272,1,"['CHEBI:16684', 'CHEBI:4534']"
UMLS:C0947873,1,"['CHEBI:16684', 'CHEBI:4534']"
UMLS:C0947873,1,"['CHEBI:16684', 'CHEBI:4639']"
NCIT:C3852,1,"['CHEBI:16684', 'CHEBI:64318', 'CHEBI:8069']"
MONDO:0018019,1,"['CHEBI:16684', 'CHEBI:8354']"
UMLS:C0573242,1,"['CHEBI:16684', 'CHEBI:8354']"
NCIT:C116600,1,"['CHEBI:16704', 'CHEBI:17562']"
MONDO:0002476,0,"['CHEBI:16708', 'CHEBI:26709']"
MONDO:0004736,0,"['CHEBI:16708', 'CHEBI:26709']"
MONDO:0009563,0,"['CHEBI:16708', 'CHEBI:26709']"
UMLS:C0852222,1,"['CHEBI:16709', 'CHEBI:17015', 'CHEBI:17154', 'CHEBI:18385']"
UMLS:C0852222,1,"['CHEBI:16709', 'CHEBI:17015', 'CHEBI:17154', 'CHEBI:18385', 'UNII:UM5219H89V']"
MONDO:0001357,1,"['CHEBI:16709', 'CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385', 'CHEBI:31608']"
MONDO:0042976,1,"['CHEBI:16709', 'CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385', 'CHEBI:31608']"
HP:0100503,1,"['CHEBI:16709', 'CHEBI:17439']"
MONDO:0002122,1,"['CHEBI:16709', 'CHEBI:17439']"
MONDO:0004574,1,"['CHEBI:16709', 'CHEBI:17439']"
MONDO:0008599,1,"['CHEBI:16709', 'CHEBI:17439']"
MONDO:0020696,1,"['CHEBI:16709', 'CHEBI:17439']"
MONDO:0024333,1,"['CHEBI:16709', 'CHEBI:17439']"
HP:0100503,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385']"
MONDO:0002122,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385']"
MONDO:0004574,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385']"
MONDO:0004631,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385']"
MONDO:0020696,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385']"
HP:0001945,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
HP:0002027,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
HP:0003326,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
HP:0003418,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
HP:0100607,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
NCIT:C78640,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
UMLS:C0281856,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
UMLS:C0852402,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']"
HP:0002757,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
MONDO:0002280,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
MONDO:0006496,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
MONDO:0007079,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
MONDO:0016241,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
MONDO:0042976,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
RXCUI:1150091,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
UMLS:C0013221,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
UMLS:C0162286,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']"
MONDO:0005845,1,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:45931']"
UMLS:C0240066,1,"['CHEBI:16709', 'CHEBI:17621', 'CHEBI:18248', 'CHEBI:18385']"
MONDO:0024306,1,"['CHEBI:16709', 'CHEBI:17621', 'CHEBI:30769', 'CHEBI:30769', 'CHEBI:45931', 'CHEBI:64733']"
HP:0001946,1,"['CHEBI:16709', 'CHEBI:17621', 'CHEBI:30769', 'CHEBI:45931', 'CHEBI:64733']"
MONDO:0024306,1,"['CHEBI:16709', 'CHEBI:17621', 'CHEBI:30769', 'CHEBI:45931', 'CHEBI:64733']"
MONDO:0009352,1,"['CHEBI:16709', 'CHEBI:17750', 'CHEBI:27470', 'CHEBI:30411']"
MONDO:0009353,1,"['CHEBI:16709', 'CHEBI:17750', 'CHEBI:27470', 'CHEBI:30411']"
MONDO:0009609,1,"['CHEBI:16709', 'CHEBI:17750', 'CHEBI:27470', 'CHEBI:30411']"
MONDO:0005070,0,"['CHEBI:16709', 'CHEBI:18338']"
HP:0100503,1,"['CHEBI:16709', 'CHEBI:18385']"
MONDO:0004574,1,"['CHEBI:16709', 'CHEBI:18385']"
MONDO:0004574,1,"['CHEBI:16709', 'CHEBI:18405']"
MONDO:0001357,1,"['CHEBI:16709', 'CHEBI:27470', 'CHEBI:31607']"
CHEBI:18145,0,"['CHEBI:16709', 'CHEBI:28659']"
CHEBI:3311,0,"['CHEBI:16709', 'CHEBI:28659']"
HP:0002918,0,"['CHEBI:16709', 'CHEBI:28659']"
MONDO:0001166,0,"['CHEBI:16709', 'CHEBI:28659']"
MONDO:0001566,0,"['CHEBI:16709', 'CHEBI:28659']"
MONDO:0008171,0,"['CHEBI:16709', 'CHEBI:28659']"
MONDO:0018570,0,"['CHEBI:16709', 'CHEBI:28659']"
UBERON:0001008,0,"['CHEBI:16709', 'CHEBI:28659']"
UMLS:C0573813,0,"['CHEBI:16709', 'CHEBI:28659']"
HP:0002017,1,"['CHEBI:16709', 'CHEBI:3994']"
MONDO:0002317,1,"['CHEBI:16709', 'CHEBI:3994']"
MONDO:0006744,1,"['CHEBI:16709', 'CHEBI:3994']"
MONDO:0008015,1,"['CHEBI:16709', 'CHEBI:3994']"
HP:0002013,1,"['CHEBI:16709', 'CHEBI:51380']"
HP:0002017,1,"['CHEBI:16709', 'CHEBI:51380']"
HP:0002018,1,"['CHEBI:16709', 'CHEBI:51380']"
HP:0002017,1,"['CHEBI:16709', 'CHEBI:6709']"
MONDO:0002317,1,"['CHEBI:16709', 'CHEBI:6709']"
HP:0002013,1,"['CHEBI:16709', 'CHEBI:94848']"
HP:0002018,1,"['CHEBI:16709', 'CHEBI:94848']"
