primary_drug_id_norm,secondary_drug_id_norm,condition_id_norm
['CHEBI:16080'],"['CHEBI:8069', 'CHEBI:8107']",MONDO:0005115
['CHEBI:16080'],"['CHEBI:8069', 'CHEBI:8107']",MONDO:0041284
['CHEBI:16080'],"['CHEBI:8069', 'CHEBI:8107']",MONDO:0043264
['CHEBI:16080'],"['CHEBI:8069', 'CHEBI:8107']",UMLS:C0234972
['CHEBI:16163'],['CHEBI:8461'],HP:0031246
['CHEBI:16199'],['CHEBI:16914'],HP:0040189
['CHEBI:16199'],['CHEBI:16914'],MONDO:0005083
['CHEBI:16199'],['CHEBI:16914'],MONDO:0007758
['CHEBI:16199'],['CHEBI:17650'],HP:0033120
['CHEBI:16199'],['CHEBI:17650'],MONDO:0002406
['CHEBI:16199'],['CHEBI:17650'],MONDO:0004980
['CHEBI:16199'],['CHEBI:17650'],MONDO:0005083
['CHEBI:16199'],['CHEBI:17650'],MONDO:0005326
['CHEBI:16199'],['CHEBI:17650'],MONDO:0005480
['CHEBI:16199'],['CHEBI:17650'],MONDO:0006540
['CHEBI:16199'],['CHEBI:17650'],MONDO:0006570
['CHEBI:16199'],['CHEBI:17650'],MONDO:0006608
['CHEBI:16199'],['CHEBI:17650'],UMLS:C0021564
['CHEBI:16199'],['CHEBI:17650'],UMLS:C0549201
['CHEBI:16199'],['CHEBI:17650'],UMLS:C0863090
['CHEBI:16199'],['CHEBI:17650'],UMLS:C4286025
['CHEBI:16199'],['CHEBI:17650'],UMLS:C5441647
['CHEBI:16199'],['CHEBI:31286'],MONDO:0001628
['CHEBI:16199'],['CHEBI:46859'],HP:0033841
['CHEBI:16217'],"['CHEBI:30769', 'CHEBI:31793']",MONDO:0001270
['CHEBI:16217'],"['CHEBI:30769', 'CHEBI:31793']",MONDO:0008171
['CHEBI:16236'],"['CHEBI:16997', 'CHEBI:26078', 'CHEBI:50567']",MONDO:0005252
['CHEBI:16236'],"['CHEBI:184335', 'CHEBI:4470', 'UNII:61ZBX54883']",HP:0012735
['CHEBI:16283'],['CHEBI:7916'],HP:0030807
['CHEBI:16335'],"['DRUGBANK:DB14256', 'UNII:L4EL31FWIL']",UMLS:C0424499
['CHEBI:16336'],"['CHEBI:16997', 'CHEBI:30742']",MONDO:0006733
['CHEBI:16336'],"['CHEBI:17754', 'UNII:K679OBS311']",NCIT:C187286
['CHEBI:16336'],"['CHEBI:17754', 'UNII:K679OBS311']",UMLS:C0234655
['CHEBI:16336'],"['CHEBI:17754', 'UNII:K679OBS311']",UMLS:C0948595
['CHEBI:16336'],"['CHEBI:22652', 'CHEBI:27300', 'CHEBI:27547', 'CHEBI:28125', 'CHEBI:28364', 'CHEBI:28838', 'CHEBI:40968', 'DRUGBANK:DB05426', 'DRUGBANK:DB13961', 'UNII:F8XAG1755S']",MONDO:0006733
['CHEBI:16336'],['CHEBI:31933'],UMLS:C0339164
['CHEBI:16336'],['CHEBI:47381'],MONDO:0005173
['CHEBI:16336'],['CHEBI:6456'],HP:0100678
['CHEBI:16336'],['CHEBI:6456'],MONDO:0001835
['CHEBI:16336'],['CHEBI:9328'],UMLS:C0006434
['CHEBI:16336'],['CHEBI:9328'],UMLS:C0042344
['CHEBI:16347'],['CHEBI:18408'],HP:0004325
['CHEBI:16347'],['CHEBI:18408'],MONDO:0005137
['CHEBI:164200'],['CHEBI:27373'],UMLS:C0555971
['CHEBI:164200'],['CHEBI:28741'],MONDO:0002508
['CHEBI:164200'],['CHEBI:28741'],MONDO:0005276
['CHEBI:164200'],['CHEBI:28741'],UMLS:C0011389
['CHEBI:164200'],['CHEBI:29385'],MONDO:0011438
['CHEBI:164200'],['CHEBI:34393'],UMLS:C0006435
['CHEBI:164200'],['CHEBI:34393'],UMLS:C0011593
['CHEBI:164200'],['CHEBI:34393'],UMLS:C1302752
['CHEBI:164200'],"['CHEBI:34393', 'CHEBI:4735']",MONDO:0021201
['CHEBI:164200'],['PUBCHEM.COMPOUND:71586946'],MONDO:0002040
['CHEBI:16422'],"['CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']",MONDO:0001889
['CHEBI:16422'],"['CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']",MONDO:0010139
['CHEBI:16422'],"['CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']",UMLS:C0404445
['CHEBI:16422'],"['CHEBI:16581', 'CHEBI:17263', 'CHEBI:17347', 'CHEBI:2710', 'DRUGBANK:DB09100']",UMLS:C0853662
['CHEBI:16469'],['CHEBI:17026'],HP:0000858
['CHEBI:16469'],['CHEBI:17026'],HP:0000869
['CHEBI:16469'],['CHEBI:17026'],MONDO:0006004
['CHEBI:16469'],"['CHEBI:177453', 'CHEBI:7627']",HP:0000132
['CHEBI:16469'],['CHEBI:31527'],GO:0042697
['CHEBI:16469'],['CHEBI:31527'],MONDO:0005298
['CHEBI:16469'],['CHEBI:50742'],HP:0000786
['CHEBI:16469'],['CHEBI:50742'],HP:0000858
['CHEBI:16469'],['CHEBI:50742'],HP:0000869
['CHEBI:16469'],['CHEBI:50742'],MONDO:0005298
['CHEBI:16469'],['CHEBI:50742'],MONDO:0008170
['CHEBI:16469'],['CHEBI:50742'],UMLS:C0747771
['CHEBI:16469'],['CHEBI:50815'],MONDO:0001410
['CHEBI:16469'],['CHEBI:50815'],MONDO:0005298
['CHEBI:16469'],['CHEBI:50815'],NCIT:C3852
['CHEBI:16469'],['CHEBI:6443'],GO:0042697
['CHEBI:16469'],['CHEBI:6443'],HP:0000786
['CHEBI:16469'],['CHEBI:6443'],HP:0000858
['CHEBI:16469'],['CHEBI:6443'],HP:0000869
['CHEBI:16469'],['CHEBI:6443'],MONDO:0001889
['CHEBI:16469'],['CHEBI:6443'],MONDO:0005298
['CHEBI:16469'],['CHEBI:6443'],MONDO:0005387
['CHEBI:16469'],['CHEBI:6443'],MONDO:0015842
['CHEBI:16469'],['CHEBI:6443'],NCIT:C3852
['CHEBI:16469'],['CHEBI:6715'],MONDO:0005298
['CHEBI:16469'],['CHEBI:6715'],UMLS:C0853662
['CHEBI:16469'],['CHEBI:70708'],HP:0000132
['CHEBI:16469'],['CHEBI:7627'],CHEBI:41922
['CHEBI:16469'],['CHEBI:7627'],EFO:0009573
['CHEBI:16469'],['CHEBI:7627'],MONDO:0000755
['CHEBI:16469'],['CHEBI:7627'],MONDO:0001410
['CHEBI:16469'],['CHEBI:7627'],MONDO:0006004
['CHEBI:16469'],['CHEBI:7627'],UMLS:C0853662
['CHEBI:16469'],"['CHEBI:7627', 'UNII:P76B05O5V6']",HP:0000132
['CHEBI:16469'],"['CHEBI:7627', 'UNII:P76B05O5V6']",UMLS:C0278139
['CHEBI:16469'],"['CHEBI:7627', 'UNII:P76B05O5V6']",UMLS:C0278140
['CHEBI:16684'],['CHEBI:251408'],HP:0002791
['CHEBI:16684'],"['CHEBI:33130', 'CHEBI:6637']",HP:0011848
['CHEBI:16684'],"['CHEBI:33130', 'CHEBI:6637']",MONDO:0001126
['CHEBI:16684'],"['CHEBI:33130', 'CHEBI:6637']",UMLS:C0267167
['CHEBI:16684'],"['CHEBI:33130', 'UNII:24H4NWX5CO', 'UNII:FML8G1U0Y3']",HP:0002027
['CHEBI:16684'],"['CHEBI:33130', 'UNII:24H4NWX5CO', 'UNII:FML8G1U0Y3']",MONDO:0001126
['CHEBI:16684'],['CHEBI:4534'],MONDO:0001272
['CHEBI:16684'],['CHEBI:4534'],UMLS:C0947873
['CHEBI:16684'],['CHEBI:8354'],MONDO:0018019
['CHEBI:16684'],['CHEBI:8354'],UMLS:C0573242
['CHEBI:16704'],['CHEBI:17562'],NCIT:C116600
['CHEBI:16709'],"['CHEBI:17015', 'CHEBI:17154', 'CHEBI:18385']",UMLS:C0852222
['CHEBI:16709'],"['CHEBI:17015', 'CHEBI:17154', 'CHEBI:18385', 'UNII:UM5219H89V']",UMLS:C0852222
['CHEBI:16709'],"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385', 'CHEBI:31608']",MONDO:0001357
['CHEBI:16709'],"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385', 'CHEBI:31608']",MONDO:0042976
['CHEBI:16709'],['CHEBI:17439'],HP:0100503
['CHEBI:16709'],['CHEBI:17439'],MONDO:0002122
['CHEBI:16709'],['CHEBI:17439'],MONDO:0004574
['CHEBI:16709'],['CHEBI:17439'],MONDO:0020696
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385']",HP:0100503
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385']",MONDO:0002122
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385']",MONDO:0004574
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385']",MONDO:0020696
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']",HP:0003326
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']",UMLS:C0281856
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']",MONDO:0002280
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']",MONDO:0006496
['CHEBI:16709'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']",MONDO:0042976
['CHEBI:16709'],"['CHEBI:17621', 'CHEBI:18248', 'CHEBI:18385']",UMLS:C0240066
['CHEBI:16709'],"['CHEBI:17621', 'CHEBI:30769', 'CHEBI:30769', 'CHEBI:45931', 'CHEBI:64733']",MONDO:0024306
['CHEBI:16709'],"['CHEBI:17621', 'CHEBI:30769', 'CHEBI:45931', 'CHEBI:64733']",MONDO:0024306
['CHEBI:16709'],"['CHEBI:17750', 'CHEBI:27470', 'CHEBI:30411']",MONDO:0009352
['CHEBI:16709'],"['CHEBI:17750', 'CHEBI:27470', 'CHEBI:30411']",MONDO:0009353
['CHEBI:16709'],"['CHEBI:17750', 'CHEBI:27470', 'CHEBI:30411']",MONDO:0009609
['CHEBI:16709'],['CHEBI:18385'],HP:0100503
['CHEBI:16709'],['CHEBI:18385'],MONDO:0004574
['CHEBI:16709'],['CHEBI:18405'],MONDO:0004574
['CHEBI:16709'],"['CHEBI:27470', 'CHEBI:31607']",MONDO:0001357
['CHEBI:16709'],['CHEBI:3994'],HP:0002017
['CHEBI:16709'],['CHEBI:3994'],MONDO:0008015
['CHEBI:16709'],['CHEBI:51380'],HP:0002013
['CHEBI:16709'],['CHEBI:51380'],HP:0002017
['CHEBI:16709'],['CHEBI:51380'],HP:0002018
['CHEBI:16709'],['CHEBI:6709'],HP:0002017
['CHEBI:16709'],['CHEBI:6709'],MONDO:0002317
['CHEBI:16709'],['CHEBI:94848'],HP:0002013
['CHEBI:16709'],['CHEBI:94848'],HP:0002018
['CHEBI:16709'],['CHEBI:94848'],MONDO:0002317
['CHEBI:16709'],['CHEBI:94848'],MONDO:0008015
['CHEBI:16709'],['CHEBI:94848'],NCIT:C92834
['CHEBI:16714'],"['CHEBI:27732', 'CHEBI:46195']",UMLS:C0278139
['CHEBI:16714'],"['CHEBI:31206', 'CHEBI:4636']",HP:0031246
['CHEBI:16714'],"['CHEBI:31206', 'CHEBI:4636']",MONDO:0005271
['CHEBI:16714'],"['CHEBI:46195', 'CHEBI:52010']",MONDO:0005709
['CHEBI:16714'],"['CHEBI:46195', 'CHEBI:52010']",MONDO:0005812
['CHEBI:16714'],['CHEBI:47381'],HP:0012531
['CHEBI:16714'],['CHEBI:4902'],HP:0012735
['CHEBI:16714'],"['CHEBI:51209', 'CHEBI:5551', 'CHEBI:84116']",MONDO:0005709
['CHEBI:16714'],"['CHEBI:51209', 'CHEBI:5551', 'CHEBI:84116']",MONDO:0025598
['CHEBI:16714'],"['CHEBI:51209', 'CHEBI:84116']",UMLS:C0041912
['CHEBI:16714'],['CHEBI:5551'],HP:0031246
['CHEBI:16714'],['CHEBI:5551'],UMLS:C0749874
['CHEBI:16714'],['CHEBI:5855'],HP:0012531
['CHEBI:16714'],['CHEBI:7476'],HP:0012531
['CHEBI:16714'],['CHEBI:8461'],HP:0012735
['CHEBI:16714'],['CHEBI:8461'],UMLS:C0749874
['CHEBI:16794'],"['CHEBI:27732', 'CHEBI:5855']",HP:0100607
['CHEBI:16794'],['CHEBI:31807'],HP:0100247
['CHEBI:16794'],['CHEBI:31807'],UMLS:C4728126
['CHEBI:16794'],['CHEBI:43415'],HP:0012531
['CHEBI:16794'],['CHEBI:46195'],HP:0012531
['CHEBI:16794'],['CHEBI:46195'],HP:0100607
['CHEBI:16794'],['CHEBI:5855'],HP:0012531
['CHEBI:16794'],['CHEBI:5855'],UMLS:C0149875
['CHEBI:16794'],['CHEBI:62088'],HP:0012531
['CHEBI:16796'],"['CHEBI:16865', 'UNII:JWF5YAW3QW']",UMLS:C0235162
['CHEBI:168396'],['CHEBI:4031'],UMLS:C0238217
['CHEBI:16899'],['CHEBI:26710'],HP:0002902
['CHEBI:16899'],['CHEBI:26710'],MONDO:0002492
['CHEBI:16899'],['CHEBI:26710'],MONDO:0006810
['CHEBI:16899'],['CHEBI:26710'],MONDO:0006875
['CHEBI:16899'],"['CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637']",HP:0033589
['CHEBI:16899'],"['CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637']",MONDO:0001126
['CHEBI:16899'],"['CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637']",MONDO:0005412
['CHEBI:16899'],"['CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637']",UMLS:C0267167
['CHEBI:16914'],['CHEBI:177427'],MONDO:0002137
['CHEBI:16914'],['CHEBI:2500'],HP:0002638
['CHEBI:16914'],['CHEBI:2500'],HP:0003418
['CHEBI:16914'],['CHEBI:2500'],HP:0003419
['CHEBI:16914'],['CHEBI:2500'],MONDO:0008638
['CHEBI:16914'],['CHEBI:2500'],NCIT:C50579
['CHEBI:16914'],"['CHEBI:27810', 'CHEBI:30746']",MONDO:0002041
['CHEBI:16914'],"['CHEBI:28262', 'CHEBI:46345']",MONDO:0001209
['CHEBI:16914'],['CHEBI:29385'],MONDO:0011438
['CHEBI:16914'],"['CHEBI:29385', 'DRUGBANK:DB11082']",MONDO:0002406
['CHEBI:16914'],"['CHEBI:29385', 'DRUGBANK:DB11082']",MONDO:0006608
['CHEBI:16914'],"['CHEBI:29385', 'DRUGBANK:DB11082']",MONDO:0006609
['CHEBI:16914'],"['CHEBI:29385', 'DRUGBANK:DB11082']",UMLS:C0406326
['CHEBI:16914'],['CHEBI:3001'],MONDO:0002406
['CHEBI:16914'],['CHEBI:3001'],MONDO:0005083
['CHEBI:16914'],['CHEBI:3001'],MONDO:0006570
['CHEBI:16914'],['CHEBI:3001'],MONDO:0006608
['CHEBI:16914'],['CHEBI:3001'],UMLS:C0406326
['CHEBI:16914'],['CHEBI:30512'],MONDO:0011438
['CHEBI:16914'],['CHEBI:3077'],MONDO:0007758
['CHEBI:16914'],"['CHEBI:3077', 'UNII:NQ14646378']",MONDO:0002137
['CHEBI:16914'],"['CHEBI:3077', 'UNII:NQ14646378']",MONDO:0004980
['CHEBI:16914'],"['CHEBI:3077', 'UNII:NQ14646378']",MONDO:0005083
['CHEBI:16914'],"['CHEBI:3077', 'UNII:NQ14646378']",MONDO:0006572
['CHEBI:16914'],['CHEBI:31484'],MONDO:0007758
['CHEBI:16914'],['CHEBI:31663'],MONDO:0002137
['CHEBI:16914'],['CHEBI:34764'],HP:0020083
['CHEBI:16914'],['CHEBI:34764'],MONDO:0002137
['CHEBI:16914'],['CHEBI:34764'],MONDO:0003645
['CHEBI:16914'],['CHEBI:34764'],MONDO:0004980
['CHEBI:16914'],['CHEBI:34764'],MONDO:0005083
['CHEBI:16914'],['CHEBI:34764'],MONDO:0005480
['CHEBI:16914'],['CHEBI:34764'],MONDO:0006570
['CHEBI:16914'],['CHEBI:34764'],MONDO:0006608
['CHEBI:16914'],['CHEBI:34764'],MONDO:0007758
['CHEBI:16914'],['CHEBI:34764'],MONDO:0009848
['CHEBI:16914'],['CHEBI:34764'],MONDO:0015597
['CHEBI:16914'],['CHEBI:34764'],MONDO:0019558
['CHEBI:16914'],['CHEBI:34764'],UMLS:C0239816
['CHEBI:16914'],['CHEBI:34764'],UMLS:C0263361
['CHEBI:16914'],['CHEBI:34764'],UMLS:C5441647
['CHEBI:16914'],['CHEBI:46345'],MONDO:0005173
['CHEBI:16914'],"['CHEBI:46859', 'CHEBI:78320']",MONDO:0001209
['CHEBI:16914'],"['CHEBI:64213', 'UNII:2S713A4VP3']",MONDO:0001795
['CHEBI:16914'],"['CHEBI:64213', 'UNII:2S713A4VP3']",MONDO:0005855
['CHEBI:16914'],['CHEBI:6970'],MONDO:0005083
['CHEBI:16914'],['CHEBI:6970'],MONDO:0007915
['CHEBI:16914'],['CHEBI:78320'],MONDO:0007758
['CHEBI:16914'],['CHEBI:78320'],UMLS:C0263631
['CHEBI:16914'],['CHEBI:78320'],UMLS:C0457978
['CHEBI:16914'],['CHEBI:9667'],MONDO:0002137
['CHEBI:16914'],['CHEBI:9667'],MONDO:0002406
['CHEBI:16914'],['CHEBI:9667'],MONDO:0004980
['CHEBI:16914'],['CHEBI:9667'],MONDO:0005480
['CHEBI:16914'],['CHEBI:9667'],MONDO:0006525
['CHEBI:16914'],['CHEBI:9667'],MONDO:0006608
['CHEBI:16914'],['CHEBI:9667'],UMLS:C0263361
['CHEBI:16914'],['DRUGBANK:DB10651'],HP:0000155
['CHEBI:16914'],['DRUGBANK:DB10651'],HP:0002027
['CHEBI:16914'],['DRUGBANK:DB10651'],MONDO:0002508
['CHEBI:16914'],['DRUGBANK:DB10651'],NCIT:C78325
['CHEBI:16914'],['DRUGBANK:DB10651'],UMLS:C0235324
['CHEBI:16914'],['DRUGBANK:DB11082'],MONDO:0005083
['CHEBI:16914'],"['DRUGBANK:DB11082', 'DRUGBANK:DB15840']",MONDO:0002406
['CHEBI:16914'],"['DRUGBANK:DB11082', 'DRUGBANK:DB15840']",MONDO:0006608
['CHEBI:16914'],"['DRUGBANK:DB11082', 'DRUGBANK:DB15840']",MONDO:0009848
['CHEBI:16914'],"['DRUGBANK:DB11082', 'DRUGBANK:DB15840']",UMLS:C0406326
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],HP:0003326
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],HP:0030833
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],MONDO:0001786
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],MONDO:0008638
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],NCIT:C3137
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],NCIT:C50579
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],UMLS:C0009938
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],UMLS:C0423673
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],UMLS:C0434437
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],UMLS:C0549297
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],UMLS:C0853619
['CHEBI:16914'],['PUBCHEM.COMPOUND:6433489'],UMLS:C3662826
['CHEBI:170007'],['CHEBI:45409'],EFO:0009573
['CHEBI:17015'],"['CHEBI:17154', 'CHEBI:18385', 'CHEBI:22652', 'CHEBI:27300', 'CHEBI:31608', 'CHEBI:4496', 'CHEBI:6746', 'DRUGBANK:DB11128', 'UNII:2URQ2N32W3']",MONDO:0008228
['CHEBI:17015'],"['CHEBI:17154', 'CHEBI:18385', 'CHEBI:27300', 'CHEBI:27470', 'CHEBI:28869', 'CHEBI:31607', 'DRUGBANK:DB11128', 'UNII:2URQ2N32W3']",UMLS:C0271930
['CHEBI:17015'],['CHEBI:18385'],HP:0003326
['CHEBI:17015'],['CHEBI:18385'],HP:0100503
['CHEBI:17015'],['CHEBI:18385'],MONDO:0002122
['CHEBI:17015'],['CHEBI:18385'],MONDO:0006676
['CHEBI:17015'],['CHEBI:18385'],MONDO:0007020
['CHEBI:17015'],['CHEBI:18385'],UMLS:C0264802
['CHEBI:17015'],['CHEBI:18385'],UMLS:C1096296
['CHEBI:17051'],"['CHEBI:17606', 'CHEBI:18248', 'CHEBI:27363', 'CHEBI:27568', 'CHEBI:28073', 'CHEBI:28685', 'CHEBI:28694', 'CHEBI:29035']",MONDO:0035777
['CHEBI:17051'],['CHEBI:27300'],MONDO:0100471
['CHEBI:17076'],['CHEBI:17698'],UMLS:C0849784
['CHEBI:17076'],"['CHEBI:28077', 'CHEBI:45285', 'CHEBI:6030']",MONDO:0018076
['CHEBI:17076'],['CHEBI:4392'],MONDO:0005683
['CHEBI:17076'],['CHEBI:50845'],MONDO:0005683
['CHEBI:17115'],['CHEBI:75832'],MONDO:0001357
['CHEBI:17115'],['CHEBI:75832'],UMLS:C0240066
['CHEBI:17154'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:27470']",MONDO:0000004
['CHEBI:17154'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:27470']",MONDO:0002280
['CHEBI:17154'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:27470']",MONDO:0002281
['CHEBI:17154'],"['CHEBI:17439', 'CHEBI:18385', 'CHEBI:27470']",MONDO:0018542
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18385']",MONDO:0001860
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18385']",MONDO:0002280
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18385']",MONDO:0005154
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18385']",UMLS:C0815316
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18385']",UMLS:C0852222
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18405', 'CHEBI:45931']",MONDO:0002122
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18405', 'CHEBI:45931']",MONDO:0004904
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18405', 'CHEBI:45931']",MONDO:0005845
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18405', 'CHEBI:45931']",UMLS:C1142144
['CHEBI:17154'],"['CHEBI:17621', 'CHEBI:18405', 'CHEBI:45931']",UMLS:C1263960
['CHEBI:17234'],"['CHEBI:17754', 'CHEBI:26710']",MONDO:0006684
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:29708', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']",HP:0001944
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:30769', 'CHEBI:32588', 'CHEBI:3312']",HP:0001944
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32029', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",MONDO:0000440
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588', 'CHEBI:3312']",MONDO:0002492
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32145', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:6650']",HP:0001986
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32145', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:6650']",UMLS:C1112600
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C0235395
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C0860006
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C1112600
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",MONDO:0000440
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",UMLS:C0855232
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']",HP:0001986
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']",UMLS:C0235395
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']",UMLS:C1112600
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']",HP:0001944
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:34683']",HP:0001986
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:34683']",UMLS:C0235395
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:78320']",HP:0001944
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:63036', 'CHEBI:78320']",HP:0001944
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:63036', 'CHEBI:78320']",MONDO:0006022
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:63036', 'CHEBI:78320']",UMLS:C0006434
['CHEBI:17234'],"['CHEBI:25107', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:63036', 'CHEBI:78320']",UMLS:C0947873
['CHEBI:17234'],"['CHEBI:26216', 'CHEBI:26710']",UMLS:C0851480
['CHEBI:17234'],"['CHEBI:26216', 'CHEBI:26710']",UMLS:C1321013
['CHEBI:17234'],['CHEBI:26710'],HP:0001944
['CHEBI:17234'],"['CHEBI:26710', 'CHEBI:29708', 'CHEBI:30769', 'CHEBI:32588']",HP:0001944
['CHEBI:17234'],"['CHEBI:26710', 'CHEBI:29708', 'CHEBI:30769', 'CHEBI:64733']",HP:0001944
['CHEBI:17234'],"['CHEBI:26710', 'CHEBI:29708', 'CHEBI:64733']",HP:0001944
['CHEBI:17234'],"['CHEBI:26710', 'CHEBI:30769', 'CHEBI:30769', 'CHEBI:64733']",HP:0001944
['CHEBI:17234'],"['CHEBI:26710', 'CHEBI:30769', 'CHEBI:32588']",HP:0001944
['CHEBI:17234'],"['CHEBI:26710', 'CHEBI:32029', 'CHEBI:62964']",MONDO:0000440
['CHEBI:17234'],"['CHEBI:26710', 'CHEBI:32029', 'CHEBI:62964', 'CHEBI:62964']",MONDO:0024306
['CHEBI:17234'],['CHEBI:28787'],HP:0001681
['CHEBI:17234'],['CHEBI:32588'],UMLS:C0947897
['CHEBI:17234'],['CHEBI:4670'],MONDO:0005009
['CHEBI:17234'],['CHEBI:4670'],MONDO:0005252
['CHEBI:172943'],"['CHEBI:31536', 'CHEBI:90923']",CHEBI:91326
['CHEBI:172943'],"['CHEBI:31536', 'CHEBI:90923']",UMLS:C0877599
['CHEBI:17347'],['CHEBI:17347'],HP:0000823
['CHEBI:17347'],"['CHEBI:17347', 'CHEBI:17347', 'CHEBI:35002']",MONDO:0000050
['CHEBI:17347'],"['CHEBI:17347', 'CHEBI:17347', 'CHEBI:35002']",MONDO:0005298
['CHEBI:17347'],"['CHEBI:17347', 'CHEBI:17347', 'CHEBI:35002']",NCIT:C129259
['CHEBI:17439'],"['CHEBI:18385', 'CHEBI:30314']",MONDO:0020696
