drug_set,condition_id_norm,label,missing_drug_ids,missing_disease_id,reason
"['CHEBI:16914', 'PUBCHEM.COMPOUND:6433489']",UMLS:C3662826,1,[],UMLS:C3662826,missing_disease
"['CHEBI:17015', 'CHEBI:17154', 'CHEBI:18385', 'CHEBI:27300', 'CHEBI:27470', 'CHEBI:28869', 'CHEBI:31607', 'DRUGBANK:DB11128', 'UNII:2URQ2N32W3']",UMLS:C0271930,1,[],UMLS:C0271930,missing_disease
"['CHEBI:17015', 'CHEBI:18385']",UMLS:C0264802,1,[],UMLS:C0264802,missing_disease
"['CHEBI:17015', 'CHEBI:18385']",UMLS:C0855232,1,[],UMLS:C0855232,missing_disease
"['CHEBI:17015', 'CHEBI:18385']",UMLS:C1096296,1,[],UMLS:C1096296,missing_disease
"['CHEBI:17015', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:17076', 'CHEBI:17698']",UMLS:C0849784,1,[],UMLS:C0849784,missing_disease
"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18385']",UMLS:C0852222,1,[],UMLS:C0852222,missing_disease
"['CHEBI:17154', 'CHEBI:17621', 'CHEBI:18405', 'CHEBI:45931']",UMLS:C1142144,1,[],UMLS:C1142144,missing_disease
"['CHEBI:17154', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:17234', 'CHEBI:17234', 'CHEBI:3215']",NCIT:C51220,1,[],NCIT:C51220,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32145', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:6650']",UMLS:C1112600,1,[],UMLS:C1112600,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C0860006,1,[],UMLS:C0860006,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C1112600,1,[],UMLS:C1112600,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",UMLS:C0855232,1,[],UMLS:C0855232,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",UMLS:C4509972,1,[],UMLS:C4509972,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312']",UMLS:C1112600,1,[],UMLS:C1112600,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:63036', 'CHEBI:78320']",MONDO:0850046,1,[],MONDO:0850046,missing_disease
"['CHEBI:17234', 'CHEBI:25107', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:63036', 'CHEBI:78320']",UMLS:C0947873,1,[],UMLS:C0947873,missing_disease
"['CHEBI:17234', 'CHEBI:26216', 'CHEBI:26710']",NCIT:C121574,1,[],NCIT:C121574,missing_disease
"['CHEBI:17234', 'CHEBI:26216', 'CHEBI:26710']",UMLS:C0851480,1,[],UMLS:C0851480,missing_disease
"['CHEBI:17234', 'CHEBI:26216', 'CHEBI:26710']",UMLS:C1321013,1,[],UMLS:C1321013,missing_disease
"['CHEBI:17234', 'CHEBI:26710']",UMLS:C0420433,1,[],UMLS:C0420433,missing_disease
"['CHEBI:17234', 'CHEBI:26710', 'CHEBI:31206', 'CHEBI:32588']",UMLS:C4509972,1,[],UMLS:C4509972,missing_disease
"['CHEBI:17246', 'CHEBI:27373']",MONDO:0006733,1,['CHEBI:17246'],,missing_drug
"['CHEBI:17246', 'CHEBI:28674', 'CHEBI:53248']",HP:0025337,1,['CHEBI:17246'],,missing_drug
"['CHEBI:17246', 'CHEBI:28674', 'CHEBI:53248']",MONDO:0006733,1,['CHEBI:17246'],,missing_drug
"['CHEBI:17246', 'CHEBI:28674', 'CHEBI:53248']",NCIT:C187286,1,['CHEBI:17246'],,missing_drug
"['CHEBI:17246', 'CHEBI:28674', 'CHEBI:53248']",UMLS:C0234655,1,['CHEBI:17246'],UMLS:C0234655,missing_drug+missing_disease
"['CHEBI:17246', 'CHEBI:28674', 'CHEBI:53248']",UMLS:C0948595,1,['CHEBI:17246'],,missing_drug
"['CHEBI:17246', 'CHEBI:53248']",MONDO:0006733,1,['CHEBI:17246'],,missing_drug
"['CHEBI:172943', 'CHEBI:31536', 'CHEBI:90923']",UMLS:C0877599,1,[],UMLS:C0877599,missing_disease
"['CHEBI:17439', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:175901', 'CHEBI:31355', 'UNII:2S9ZZM9Q9V']",UMLS:C0861873,1,[],UMLS:C0861873,missing_disease
"['CHEBI:17606', 'CHEBI:17824']",UMLS:C0851439,1,[],UMLS:C0851439,missing_disease
"['CHEBI:17650', 'CHEBI:17650', 'CHEBI:7507']",UMLS:C4285790,1,[],UMLS:C4285790,missing_disease
"['CHEBI:17650', 'CHEBI:247956']",UMLS:C0947872,1,[],UMLS:C0947872,missing_disease
"['CHEBI:17650', 'CHEBI:31439']",UMLS:C0947839,1,[],UMLS:C0947839,missing_disease
"['CHEBI:17650', 'CHEBI:36560', 'CHEBI:6456', 'UNII:FGL8577C9S']",HP:0012390,1,['UNII:FGL8577C9S'],,missing_drug
"['CHEBI:17650', 'CHEBI:36560', 'CHEBI:6456', 'UNII:FGL8577C9S']",MONDO:0004872,1,['UNII:FGL8577C9S'],,missing_drug
"['CHEBI:17650', 'CHEBI:36560', 'CHEBI:6456', 'UNII:FGL8577C9S']",MONDO:0005538,1,['UNII:FGL8577C9S'],,missing_drug
"['CHEBI:17650', 'CHEBI:36560', 'CHEBI:6456', 'UNII:FGL8577C9S']",NCIT:C34887,1,['UNII:FGL8577C9S'],,missing_drug
"['CHEBI:17650', 'CHEBI:36560', 'CHEBI:6456', 'UNII:FGL8577C9S']",UMLS:C0033775,1,['UNII:FGL8577C9S'],,missing_drug
"['CHEBI:17650', 'CHEBI:37943', 'CHEBI:7507', 'CHEBI:94514']",UMLS:C0740437,1,[],UMLS:C0740437,missing_disease
"['CHEBI:17650', 'CHEBI:46859']",UMLS:C4286025,1,[],UMLS:C4286025,missing_disease
"['CHEBI:17650', 'CHEBI:74460']",UMLS:C0151217,1,[],UMLS:C0151217,missing_disease
"['CHEBI:17650', 'CHEBI:74460']",UMLS:C0241873,1,[],UMLS:C0241873,missing_disease
"['CHEBI:17650', 'CHEBI:8357']",MONDO:0001046,1,[],MONDO:0001046,missing_disease
"['CHEBI:17698', 'CHEBI:27902', 'CHEBI:37943']",UMLS:C4285790,1,[],UMLS:C4285790,missing_disease
"['CHEBI:17698', 'CHEBI:28674', 'CHEBI:41879']",UMLS:C0270996,1,[],UMLS:C0270996,missing_disease
"['CHEBI:17698', 'CHEBI:3077', 'CHEBI:37943', 'CHEBI:63334']",UMLS:C0851800,1,[],UMLS:C0851800,missing_disease
"['CHEBI:17698', 'CHEBI:3077', 'CHEBI:37943', 'CHEBI:63334']",UMLS:C4285790,1,[],UMLS:C4285790,missing_disease
"['CHEBI:17698', 'CHEBI:41879']",MONDO:0005129,1,[],MONDO:0005129,missing_disease
"['CHEBI:17698', 'CHEBI:7470', 'CHEBI:8378']",UMLS:C0270996,1,[],UMLS:C0270996,missing_disease
"['CHEBI:177427', 'CHEBI:177866']",UMLS:C0854334,0,[],UMLS:C0854334,missing_disease
"['CHEBI:177427', 'CHEBI:6456']",UMLS:C0565653,0,[],UMLS:C0565653,missing_disease
"['CHEBI:17754', 'CHEBI:53426', 'UNII:K679OBS311']",UMLS:C0234655,1,[],UMLS:C0234655,missing_disease
"['CHEBI:17754', 'UNII:K679OBS311']",UMLS:C0234655,1,[],UMLS:C0234655,missing_disease
"['CHEBI:177836', 'CHEBI:27375', 'CHEBI:28748', 'UNII:7XL5ISS668']",UMLS:C0855068,1,[],UMLS:C0855068,missing_disease
"['CHEBI:177866', 'CHEBI:247956']",UMLS:C0854334,0,[],UMLS:C0854334,missing_disease
"['CHEBI:17833', 'CHEBI:5108']",UMLS:C1290009,1,[],UMLS:C1290009,missing_disease
"['CHEBI:17833', 'CHEBI:5108']",UMLS:C1736135,1,[],UMLS:C1736135,missing_disease
"['CHEBI:17924', 'UNII:D0Y70F2B9J']",UMLS:C0947759,0,[],UMLS:C0947759,missing_disease
"['CHEBI:17987', 'CHEBI:30746', 'CHEBI:48220']",UMLS:C0729771,1,[],UMLS:C0729771,missing_disease
"['CHEBI:18145', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:18248', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:18250', 'CHEBI:22652', 'CHEBI:29035', 'CHEBI:47977', 'DRUGBANK:DB14276']",MONDO:0005578,1,['DRUGBANK:DB14276'],,missing_drug
"['CHEBI:18385', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:190513', 'CHEBI:27300', 'DRUGBANK:DB14101']",GO:0042697,1,['DRUGBANK:DB14101'],,missing_drug
"['CHEBI:194135', 'CHEBI:8378']",MONDO:0005129,1,[],MONDO:0005129,missing_disease
"['CHEBI:22469', 'CHEBI:27961']",UMLS:C1271063,0,[],UMLS:C1271063,missing_disease
"['CHEBI:22652', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:22652', 'CHEBI:48213', 'CHEBI:48220']",UMLS:C0729771,1,[],UMLS:C0729771,missing_disease
"['CHEBI:22652', 'UNII:C3B9R0E116']",MONDO:0005027,0,['UNII:C3B9R0E116'],,missing_drug
"['CHEBI:22652', 'UNII:C3B9R0E116']",MONDO:0016027,0,['UNII:C3B9R0E116'],,missing_drug
"['CHEBI:22652', 'UNII:C3B9R0E116']",UMLS:C1271063,0,['UNII:C3B9R0E116'],UMLS:C1271063,missing_drug+missing_disease
"['CHEBI:229630', 'UNII:61ZBX54883']",HP:0012735,1,['UNII:61ZBX54883'],,missing_drug
"['CHEBI:22984', 'CHEBI:2567', 'CHEBI:27300']",EFO:0003964,1,[],EFO:0003964,missing_disease
"['CHEBI:22984', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:247956', 'UNII:0PA7CJ4RFB']",HP:0012390,1,['UNII:0PA7CJ4RFB'],,missing_drug
"['CHEBI:247956', 'UNII:0PA7CJ4RFB']",MONDO:0002595,0,['UNII:0PA7CJ4RFB'],,missing_drug
"['CHEBI:247956', 'UNII:0PA7CJ4RFB']",MONDO:0004872,1,['UNII:0PA7CJ4RFB'],,missing_drug
"['CHEBI:247956', 'UNII:0PA7CJ4RFB']",MONDO:0005538,1,['UNII:0PA7CJ4RFB'],,missing_drug
"['CHEBI:247956', 'UNII:0PA7CJ4RFB']",MONDO:0005700,0,['UNII:0PA7CJ4RFB'],,missing_drug
"['CHEBI:247956', 'UNII:0PA7CJ4RFB']",MONDO:0005976,0,['UNII:0PA7CJ4RFB'],,missing_drug
"['CHEBI:247956', 'UNII:0PA7CJ4RFB']",MONDO:0018076,0,['UNII:0PA7CJ4RFB'],,missing_drug
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:34683', 'CHEBI:34683']",UMLS:C0013221,1,[],UMLS:C0013221,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32139', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:34683', 'CHEBI:34683']",UMLS:C0852198,1,[],UMLS:C0852198,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']",UMLS:C0877369,1,[],UMLS:C0877369,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C0860006,1,[],UMLS:C0860006,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312']",UMLS:C1112600,1,[],UMLS:C1112600,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:3312', 'CHEBI:6650']",UMLS:C1112600,1,[],UMLS:C1112600,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:33198']",NCIT:C35017,1,[],NCIT:C35017,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']",UMLS:C0860006,1,[],UMLS:C0860006,missing_disease
"['CHEBI:25107', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:3312', 'CHEBI:78320']",UMLS:C1112600,1,[],UMLS:C1112600,missing_disease
"['CHEBI:25107', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:2549', 'CHEBI:5106']",UMLS:C1319018,1,[],UMLS:C1319018,missing_disease
"['CHEBI:2666', 'CHEBI:3611']",UMLS:C0588007,1,[],UMLS:C0588007,missing_disease
"['CHEBI:2666', 'CHEBI:8028']",UMLS:C0588007,1,[],UMLS:C0588007,missing_disease
"['CHEBI:2668', 'CHEBI:38545']",UMLS:C0340288,1,[],UMLS:C0340288,missing_disease
"['CHEBI:2668', 'CHEBI:50690']",UMLS:C0340288,1,[],UMLS:C0340288,missing_disease
"['CHEBI:26710', 'CHEBI:30742', 'CHEBI:32139', 'CHEBI:32588']",UMLS:C0730516,1,[],UMLS:C0730516,missing_disease
"['CHEBI:26710', 'CHEBI:32588', 'CHEBI:34683', 'CHEBI:34683', 'CHEBI:78320']",UMLS:C0852198,1,[],UMLS:C0852198,missing_disease
"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:50275']",UMLS:C4510851,1,[],UMLS:C4510851,missing_disease
"['CHEBI:2676', 'CHEBI:3732', 'CHEBI:6375']",UMLS:C4510851,1,[],UMLS:C4510851,missing_disease
"['CHEBI:2676', 'CHEBI:48947']",RXCUI:151392,0,[],RXCUI:151392,missing_disease
"['CHEBI:2676', 'CHEBI:48947']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:2676', 'CHEBI:48947']",UMLS:C0851631,1,[],UMLS:C0851631,missing_disease
"['CHEBI:2676', 'CHEBI:48947']",UMLS:C0851989,1,[],UMLS:C0851989,missing_disease
"['CHEBI:2676', 'CHEBI:48947']",UMLS:C0852351,1,[],UMLS:C0852351,missing_disease
"['CHEBI:2676', 'CHEBI:48947']",UMLS:C5577613,1,[],UMLS:C5577613,missing_disease
"['CHEBI:2676', 'CHEBI:6375']",UMLS:C4510851,1,[],UMLS:C4510851,missing_disease
"['CHEBI:27363', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']",UMLS:C0851300,1,[],UMLS:C0851300,missing_disease
"['CHEBI:27373', 'CHEBI:3614']",MONDO:0004646,1,[],MONDO:0004646,missing_disease
"['CHEBI:27373', 'CHEBI:3614']",UMLS:C0010957,1,[],UMLS:C0010957,missing_disease
"['CHEBI:27373', 'CHEBI:3614']",UMLS:C0332803,1,[],UMLS:C0332803,missing_disease
"['CHEBI:27373', 'CHEBI:3614']",UMLS:C5437085,1,[],UMLS:C5437085,missing_disease
"['CHEBI:27373', 'CHEBI:41872']",HP:0001609,1,[],HP:0001609,missing_disease
"['CHEBI:27470', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:27470', 'CHEBI:75832']",UMLS:C0522613,1,[],UMLS:C0522613,missing_disease
"['CHEBI:27568', 'CHEBI:28741', 'CHEBI:29035', 'CHEBI:30808', 'CHEBI:49553', 'CHEBI:53442', 'CHEBI:75215', 'CHEBI:8346', 'UNII:86Q357L16B']",UMLS:C0342924,1,[],UMLS:C0342924,missing_disease
"['CHEBI:27568', 'CHEBI:28741', 'CHEBI:29035', 'CHEBI:30808', 'CHEBI:49553', 'CHEBI:75215', 'CHEBI:8346', 'UNII:86Q357L16B']",UMLS:C0342924,1,[],UMLS:C0342924,missing_disease
"['CHEBI:27568', 'CHEBI:28741', 'CHEBI:29035', 'CHEBI:30812', 'CHEBI:49553', 'CHEBI:53442', 'CHEBI:75215', 'CHEBI:8346', 'UNII:86Q357L16B']",UMLS:C0342924,1,[],UMLS:C0342924,missing_disease
"['CHEBI:27568', 'CHEBI:28741', 'CHEBI:29708', 'CHEBI:31431', 'CHEBI:31608', 'CHEBI:53442', 'CHEBI:75215', 'CHEBI:8346', 'UNII:7G09WJ8QIR']",UMLS:C0342924,1,['UNII:7G09WJ8QIR'],UMLS:C0342924,missing_drug+missing_disease
"['CHEBI:27568', 'CHEBI:29708', 'CHEBI:31431', 'CHEBI:8346', 'UNII:7G09WJ8QIR']",UMLS:C0342924,1,['UNII:7G09WJ8QIR'],UMLS:C0342924,missing_drug+missing_disease
"['CHEBI:27594', 'CHEBI:29385', 'CHEBI:34914', 'DRUGBANK:DB10651', 'UNII:3FYP5M0IJX']",MONDO:0002203,1,['DRUGBANK:DB10651'],,missing_drug
"['CHEBI:27594', 'CHEBI:29385', 'CHEBI:34914', 'DRUGBANK:DB10651', 'UNII:3FYP5M0IJX']",NCIT:C78213,1,['DRUGBANK:DB10651'],NCIT:C78213,missing_drug+missing_disease
"['CHEBI:27594', 'CHEBI:29385', 'DRUGBANK:DB10651', 'UNII:3FYP5M0IJX']",MONDO:0002203,1,['DRUGBANK:DB10651'],,missing_drug
"['CHEBI:27594', 'CHEBI:29385', 'DRUGBANK:DB10651', 'UNII:3FYP5M0IJX']",UMLS:C0260146,1,['DRUGBANK:DB10651'],UMLS:C0260146,missing_drug+missing_disease
"['CHEBI:27594', 'CHEBI:6637', 'DRUGBANK:DB13913', 'UNII:AV092KU4JH']",NCIT:C78213,1,[],NCIT:C78213,missing_disease
"['CHEBI:27594', 'CHEBI:81916', 'DRUGBANK:DB14016']",MONDO:0001684,1,['DRUGBANK:DB14016'],,missing_drug
"['CHEBI:27594', 'CHEBI:81916', 'DRUGBANK:DB14016']",UMLS:C0267167,1,['DRUGBANK:DB14016'],,missing_drug
"['CHEBI:27644', 'CHEBI:9667']",UMLS:C0948998,0,[],UMLS:C0948998,missing_disease
"['CHEBI:27732', 'CHEBI:46195', 'UNII:N667F17JP1']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:27899', 'CHEBI:45863']",UMLS:C5400468,1,[],UMLS:C5400468,missing_disease
"['CHEBI:27899', 'CHEBI:480999']",UMLS:C0855068,1,[],UMLS:C0855068,missing_disease
"['CHEBI:27902', 'CHEBI:3077', 'CHEBI:7470']",UMLS:C3805071,1,[],UMLS:C3805071,missing_disease
"['CHEBI:27902', 'CHEBI:71419', 'CHEBI:9331']",MONDO:0005280,1,[],MONDO:0005280,missing_disease
"['CHEBI:27902', 'CHEBI:71419', 'CHEBI:9331']",UMLS:C0851439,1,[],UMLS:C0851439,missing_disease
"['CHEBI:27902', 'CHEBI:71419', 'CHEBI:9331']",UMLS:C1610066,1,[],UMLS:C1610066,missing_disease
"['CHEBI:27961', 'CHEBI:28093', 'CHEBI:35616', 'CHEBI:36612', 'CHEBI:36740', 'CHEBI:3830', 'CHEBI:50025']",MONDO:0024647,1,"['CHEBI:35616', 'CHEBI:36612']",MONDO:0024647,missing_drug+missing_disease
"['CHEBI:27974', 'DRUGBANK:DB15823']",RXCUI:1089111,1,[],RXCUI:1089111,missing_disease
"['CHEBI:28098', 'CHEBI:31415']",UMLS:C5818401,0,[],UMLS:C5818401,missing_disease
"['CHEBI:28177', 'CHEBI:5551', 'UNII:2Y6VQU63E8']",MONDO:0001358,1,['UNII:2Y6VQU63E8'],,missing_drug
"['CHEBI:28177', 'CHEBI:5551', 'UNII:2Y6VQU63E8']",MONDO:0003781,1,['UNII:2Y6VQU63E8'],,missing_drug
"['CHEBI:28177', 'CHEBI:5551', 'UNII:2Y6VQU63E8']",MONDO:0004979,1,['UNII:2Y6VQU63E8'],,missing_drug
"['CHEBI:28241', 'DRUGBANK:DB13913']",UMLS:C4728126,1,[],UMLS:C4728126,missing_disease
"['CHEBI:28591', 'CHEBI:4917']",MONDO:0001752,1,[],MONDO:0001752,missing_disease
"['CHEBI:28659', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:28659', 'CHEBI:28694']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:28659', 'CHEBI:28934']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:28659', 'CHEBI:29035']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:28659', 'CHEBI:7916']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:28669', 'CHEBI:41872', 'CHEBI:59788']",UMLS:C0858739,1,[],UMLS:C0858739,missing_disease
"['CHEBI:28669', 'CHEBI:7507']",UMLS:C0858739,1,[],UMLS:C0858739,missing_disease
"['CHEBI:28669', 'CHEBI:8310']",UMLS:C0851439,1,[],UMLS:C0851439,missing_disease
"['CHEBI:28674', 'CHEBI:84115']",UMLS:C0270996,1,[],UMLS:C0270996,missing_disease
"['CHEBI:28741', 'CHEBI:3614']",UMLS:C4319571,1,[],UMLS:C4319571,missing_disease
"['CHEBI:28741', 'UNII:8NY9L8837D', 'UNII:Q3B1Y93C1S']",MONDO:0002233,1,['UNII:Q3B1Y93C1S'],,missing_drug
"['CHEBI:28741', 'UNII:8NY9L8837D', 'UNII:Q3B1Y93C1S']",MONDO:0004038,1,['UNII:Q3B1Y93C1S'],,missing_drug
"['CHEBI:28741', 'UNII:8NY9L8837D', 'UNII:Q3B1Y93C1S']",MONDO:0004059,1,['UNII:Q3B1Y93C1S'],,missing_drug
"['CHEBI:28741', 'UNII:8NY9L8837D', 'UNII:Q3B1Y93C1S']",MONDO:0005276,1,['UNII:Q3B1Y93C1S'],,missing_drug
"['CHEBI:28741', 'UNII:Q3B1Y93C1S']",HP:0002015,0,['UNII:Q3B1Y93C1S'],,missing_drug
"['CHEBI:28741', 'UNII:Q3B1Y93C1S']",MONDO:0006722,0,['UNII:Q3B1Y93C1S'],,missing_drug
"['CHEBI:28741', 'UNII:Q3B1Y93C1S']",UMLS:C0410447,0,['UNII:Q3B1Y93C1S'],UMLS:C0410447,missing_drug+missing_disease
"['CHEBI:28741', 'UNII:Q3B1Y93C1S']",UMLS:C1536052,0,['UNII:Q3B1Y93C1S'],,missing_drug
"['CHEBI:28748', 'CHEBI:4027', 'CHEBI:8382', 'UNII:7XL5ISS668']",UMLS:C0855068,1,[],UMLS:C0855068,missing_disease
"['CHEBI:28971', 'CHEBI:9321']",UMLS:C0005660,1,[],UMLS:C0005660,missing_disease
"['CHEBI:28971', 'CHEBI:9321']",UMLS:C0729565,1,[],UMLS:C0729565,missing_disease
"['CHEBI:28971', 'CHEBI:9321']",UMLS:C0852351,1,[],UMLS:C0852351,missing_disease
"['CHEBI:28971', 'CHEBI:9321']",UMLS:C4727977,1,[],UMLS:C4727977,missing_disease
"['CHEBI:29013', 'CHEBI:6970']",UMLS:C0162817,1,[],UMLS:C0162817,missing_disease
"['CHEBI:29101', 'CHEBI:31498', 'UNII:6V88E24N5T']",MONDO:0007721,1,[],MONDO:0007721,missing_disease
"['CHEBI:291342', 'CHEBI:5855', 'CHEBI:8093']",MONDO:0000263,1,[],MONDO:0000263,missing_disease
"['CHEBI:2950', 'CHEBI:5134']",UMLS:C1096734,1,[],UMLS:C1096734,missing_disease
"['CHEBI:2955', 'CHEBI:575568']",UMLS:C5201148,1,[],UMLS:C5201148,missing_disease
"['CHEBI:29888', 'CHEBI:78067']",MONDO:0006716,1,"['CHEBI:29888', 'CHEBI:78067']",,missing_drug
"['CHEBI:3001', 'CHEBI:7507']",UMLS:C0086196,1,[],UMLS:C0086196,missing_disease
"['CHEBI:30114', 'CHEBI:48981']",HP:0000225,1,['CHEBI:30114'],,missing_drug
"['CHEBI:30314', 'CHEBI:8228']",UMLS:C1802373,1,[],UMLS:C1802373,missing_disease
"['CHEBI:30769', 'UNII:D0Y70F2B9J']",UMLS:C0947759,0,[],UMLS:C0947759,missing_disease
"['CHEBI:3077', 'CHEBI:3764']",DRUGBANK:DB10446,1,[],DRUGBANK:DB10446,missing_disease
"['CHEBI:3077', 'CHEBI:50749']",UMLS:C0263361,1,[],UMLS:C0263361,missing_disease
"['CHEBI:31206', 'CHEBI:4470', 'CHEBI:52010', 'UNII:61ZBX54883']",MONDO:0005709,1,['UNII:61ZBX54883'],,missing_drug
"['CHEBI:31206', 'CHEBI:4470', 'UNII:WV9CM0O67Z']",MONDO:0005607,1,['UNII:WV9CM0O67Z'],,missing_drug
"['CHEBI:31206', 'CHEBI:4470', 'UNII:WV9CM0O67Z']",MONDO:0005709,1,['UNII:WV9CM0O67Z'],,missing_drug
"['CHEBI:31264', 'UNII:877376V2XW']",UMLS:C0729771,1,[],UMLS:C0729771,missing_disease
"['CHEBI:31292', 'CHEBI:31317', 'CHEBI:32234', 'CHEBI:6456']",UMLS:C0948484,1,[],UMLS:C0948484,missing_disease
"['CHEBI:31302', 'CHEBI:8481']",UMLS:C4728126,1,"['CHEBI:31302', 'CHEBI:8481']",UMLS:C4728126,missing_drug+missing_disease
"['CHEBI:31355', 'CHEBI:45863', 'PUBCHEM.COMPOUND:91820602', 'UNII:2S9ZZM9Q9V', 'UNII:52CMI0WC3Y']",UMLS:C5395609,1,[],UMLS:C5395609,missing_disease
"['CHEBI:31355', 'CHEBI:45863', 'PUBCHEM.COMPOUND:91820602', 'UNII:52CMI0WC3Y']",UMLS:C5395609,1,[],UMLS:C5395609,missing_disease
"['CHEBI:31355', 'CHEBI:45863', 'UNII:2S9ZZM9Q9V']",UMLS:C0861873,1,[],UMLS:C0861873,missing_disease
"['CHEBI:31355', 'CHEBI:45863', 'UNII:2S9ZZM9Q9V', 'UNII:52CMI0WC3Y']",UMLS:C5395609,1,[],UMLS:C5395609,missing_disease
"['CHEBI:31355', 'CHEBI:45863', 'UNII:52CMI0WC3Y']",UMLS:C5395609,1,[],UMLS:C5395609,missing_disease
"['CHEBI:31355', 'CHEBI:4911', 'PUBCHEM.COMPOUND:91820602', 'UNII:52CMI0WC3Y']",UniProtKB:A0A8D1C1M1,1,[],UniProtKB:A0A8D1C1M1,missing_disease
"['CHEBI:31355', 'CHEBI:63616', 'UNII:0JSR7Z0NB6']",UMLS:C5395609,1,[],UMLS:C5395609,missing_disease
"['CHEBI:31394', 'CHEBI:4903']",UMLS:C3887021,0,[],UMLS:C3887021,missing_disease
"['CHEBI:31394', 'CHEBI:4903']",UniProtKB:A0A4X1SKS6,0,[],UniProtKB:A0A4X1SKS6,missing_disease
"['CHEBI:31484', 'CHEBI:31739']",MONDO:0005076,1,[],MONDO:0005076,missing_disease
"['CHEBI:31498', 'CHEBI:32139']",NCIT:C78213,1,[],NCIT:C78213,missing_disease
"['CHEBI:31498', 'CHEBI:32168', 'CHEBI:81916']",UMLS:C0267167,1,['CHEBI:32168'],,missing_drug
"['CHEBI:31498', 'CHEBI:3311']",NCIT:C78213,1,[],NCIT:C78213,missing_disease
"['CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637']",NCIT:C78213,1,[],NCIT:C78213,missing_disease
"['CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637', 'UNII:FML8G1U0Y3']",NCIT:C78213,1,[],NCIT:C78213,missing_disease
